CoC Number,Year,County,CoC_Category_Largely Rural CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,Median_House_Values_5_year_lag1,Median_Rent_5_year_lag1,Median_Gross_Rent_5_year_lag1,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Poverty Rate_lag1,Labor Force_lag1,pct_change_total_homeless_per_10k,total_homeless_per_10k,total_homeless_per_10k_lag1
NJ-510,2012,ocean county,0.0,0.0,0.0,284100.0,1094.0,1405.0,0.5940220761503162,6.0,0.0,0.18,5.5,56929.0,11.5,321393.5,0.0455447139232403,11.68981203742111,11.1805950350578
NJ-510,2013,ocean county,0.0,0.0,0.0,275400.0,1117.0,1426.0,0.6029281930547381,5.5,0.0,0.18,10.7,59312.0,11.0,267419.0,-0.0851721489969012,10.694165624824109,11.68981203742111
NJ-510,2014,ocean county,0.0,0.0,0.0,268100.0,1114.0,1421.0,0.6050150693188668,4.8,0.0,0.19,9.5,60227.0,10.2,265197.0,-0.0390540933859683,10.276514681827216,10.694165624824109
NJ-510,2015,ocean county,0.0,0.0,0.0,264100.0,1139.0,1408.0,0.594784065,3.8,0.0,0.19,7.4,63653.0,12.0,264431.0,-0.2954281471709439,7.24054299,10.276514681827216
NJ-510,2016,ocean county,0.0,0.0,0.0,262700.0,1133.0,1384.0,0.5869764457886536,3.5,0.0,0.2,6.1,63765.0,10.9,265360.0,-0.4826111135326362,3.746176475015177,7.24054299
NJ-510,2017,ocean county,0.0,0.0,0.0,264200.0,1149.0,1383.0,0.5758596522957973,3.0,0.0,0.2,5.2,62222.0,11.2,268639.0,0.5706173364150122,5.883809716928917,3.746176475015177
NJ-510,2018,ocean county,0.0,0.0,0.0,267900.0,1188.0,1402.0,0.5685403343430944,3.1,0.29,0.2,4.7,71081.0,10.4,277606.0,-0.1462721072393215,5.023172471038529,5.883809716928917
NJ-513,2012,somerset county,0.0,0.0,0.0,420500.0,1204.0,2052.0,0.4585495506897861,13.5,0.0,0.21,5.5,96360.0,4.6,321393.5,0.0484196504760101,9.437814782884884,9.00194381
NJ-513,2013,somerset county,0.0,0.0,0.0,407300.0,1210.0,2039.0,0.4772036474164133,12.8,0.0,0.21,7.5,95825.0,6.3,175718.0,0.0290834968626432,9.712299439513124,9.437814782884884
NJ-513,2014,somerset county,0.0,0.0,0.0,398800.0,1217.0,2011.0,0.4632872624469923,11.4,0.0,0.22,6.5,97219.0,5.3,174177.0,0.0553771977240247,10.250139365929977,9.712299439513124
NJ-513,2015,somerset county,0.0,0.0,0.0,396500.0,1260.0,1962.0,0.4429540489786532,10.9,0.0,0.23,5.2,100301.0,4.1,173073.0,-0.3627583585136246,6.531815635009334,10.250139365929977
NJ-513,2016,somerset county,0.0,0.0,0.0,399000.0,1252.0,1888.0,0.4342916922188954,9.7,0.0,0.24,4.5,98440.0,5.2,173052.0,0.1136569114980523,7.274201626559184,6.531815635009334
NJ-513,2017,somerset county,0.0,0.0,0.0,404100.0,1299.0,1872.0,0.4338451718146033,8.4,0.0,0.24,4.0,104478.0,5.0,173010.0,-0.095042800842968,6.5828411300745255,7.274201626559184
NJ-513,2018,somerset county,0.0,0.0,0.0,412800.0,1364.0,1922.0,0.4363616730257001,7.9,0.24,0.24,3.7,112153.0,5.2,176878.0,0.3900945969306579,9.150771887369505,6.5828411300745255
NJ-514,2012,mercer county,0.0,0.0,0.0,302100.0,916.0,1447.0,0.4887745667480619,8.7,0.0,0.32,5.5,73890.0,11.4,321393.5,-0.3417313688217597,18.033875609453204,27.39592129306576
NJ-514,2013,mercer county,0.0,0.0,0.0,293100.0,939.0,1477.0,0.4923763736263736,8.4,0.0,0.34,8.3,67991.0,10.5,194723.0,-0.0567519012580832,17.01041888156496,18.033875609453204
NJ-514,2014,mercer county,0.0,0.0,0.0,286900.0,959.0,1487.0,0.4956731736767961,7.9,0.0,0.34,7.4,70857.0,11.8,194040.0,-0.0502775997716734,16.15517584908912,17.01041888156496
NJ-514,2015,mercer county,0.0,0.0,0.0,280400.0,978.0,1493.0,0.4999563794983642,7.4,0.0,0.35,5.8,74961.0,11.9,195380.0,-0.2242166927656776,12.532915749158407,16.15517584908912
NJ-514,2016,mercer county,0.0,0.0,0.0,276500.0,976.0,1473.0,0.5007634244424851,7.3,0.0,0.36,4.9,72417.0,11.2,197825.0,0.0177798219572478,12.755748759783632,12.532915749158407
NJ-514,2017,mercer county,0.0,0.0,0.0,277400.0,990.0,1481.0,0.50190464,6.6,0.0,0.36,4.3,77650.0,11.1,199051.0,0.0154293956941411,12.952562254773383,12.755748759783632
NJ-514,2018,mercer county,0.0,0.0,0.0,281900.0,1038.0,1505.0,0.4986194400103542,6.1,0.27,0.36,4.0,79173.0,11.7,204296.0,-0.0586574000972845,12.192798628310154,12.952562254773383
NJ-515,2012,union county,0.0,0.0,0.0,386000.0,969.0,1523.0,0.5105668769318993,7.0,0.0,0.39,5.5,66398.0,10.7,321393.5,0.1230321216750913,30.05895056324053,26.765886730296923
NJ-515,2013,union county,0.0,0.0,0.0,373700.0,991.0,1549.0,0.5271064115474992,7.0,0.0,0.39,9.5,65876.0,10.9,282805.0,0.0101820778804986,30.365013138881505,30.05895056324053
NJ-515,2014,union county,0.0,0.0,0.0,362300.0,1010.0,1547.0,0.5291812913231573,6.3,0.0,0.4,8.5,64593.0,11.5,280666.0,-0.7013589800365214,9.068238495,30.365013138881505
NJ-515,2015,union county,0.0,0.0,0.0,353300.0,1027.0,1561.0,0.5300964371818913,6.0,0.0,0.4,6.9,69032.0,11.1,278482.0,0.0181429188359696,9.23276281,9.068238495
NJ-515,2016,union county,0.0,0.0,0.0,345500.0,1033.0,1543.0,0.5326122625782654,5.0,0.0,0.41,6.0,71163.0,10.6,278129.0,-0.0780367175167335,8.512268306697027,9.23276281
NJ-515,2017,union county,0.0,0.0,0.0,347500.0,1047.0,1551.0,0.5304642731844229,4.5,0.0,0.41,5.1,72028.0,10.6,276832.0,0.0062276572526236,8.565279796153508,8.512268306697027
NJ-515,2018,union county,0.0,0.0,0.0,351800.0,1081.0,1582.0,0.5195194027529357,4.0,0.25,0.41,4.6,77326.0,9.0,285325.0,-0.0829377513936904,7.854894749802729,8.565279796153508
NV-500,2012,clark county,0.0,1.0,0.0,226200.0,888.0,1247.0,0.4954357038956391,11.4,0.0,0.43,5.5,48215.0,16.9,321393.5,-0.1980838028171574,29.35102284764097,36.60110988
NV-500,2013,clark county,0.0,1.0,0.0,186700.0,879.0,1206.0,0.495932881,11.7,0.0,0.44,11.7,49546.0,16.4,992000.0,0.2252405616552002,35.96206371899824,29.35102284764097
NV-500,2014,clark county,0.0,1.0,0.0,165000.0,865.0,1155.0,0.4954800932423993,11.6,0.0,0.46,10.0,51057.0,16.1,998095.0,-0.0126571374253751,35.50688693640678,35.96206371899824
NV-500,2015,clark county,0.0,1.0,0.0,163100.0,854.0,1112.0,0.4880114851461556,10.9,0.0,0.47,8.2,51214.0,15.2,1010053.0,-0.1889305526206272,28.798551165673317,35.50688693640678
NV-500,2016,clark county,0.0,1.0,0.0,170400.0,848.0,1076.0,0.4852668877771997,10.4,0.0,0.47,6.9,51552.0,15.1,1027290.0,0.0224613513324636,29.445405541271437,28.798551165673317
NV-500,2017,clark county,0.0,1.0,0.0,186700.0,860.0,1073.0,0.4811645298536791,9.9,0.0,0.48,5.9,54384.0,14.2,1040292.0,-0.0742903798807924,27.25789517786639,29.445405541271437
NV-500,2018,clark county,0.0,1.0,0.0,212300.0,883.0,1094.0,0.4751182128084318,9.2,0.28,0.47,5.2,57189.0,13.8,1060593.0,-0.1049734968886693,24.39653860322096,27.25789517786639
NV-501,2012,washoe county,0.0,0.0,1.0,257400.0,790.0,1198.0,0.4951224766125061,9.9,0.0,0.4,5.5,50733.0,13.1,321393.5,-0.1491086390537719,17.199600674150567,20.21362710161244
NV-501,2013,washoe county,0.0,0.0,1.0,226800.0,790.0,1153.0,0.5182459963284131,9.9,0.0,0.41,11.5,49026.0,18.3,219463.0,0.015963996121721,17.474175032607857,17.199600674150567
NV-501,2014,washoe county,0.0,0.0,1.0,203300.0,783.0,1098.0,0.510116323,9.3,0.0,0.42,9.8,53588.0,15.1,219924.0,0.1614414879864123,20.295231851207085,17.474175032607857
NV-501,2015,washoe county,0.0,0.0,1.0,201100.0,778.0,1060.0,0.4965182737445221,8.3,0.0,0.43,7.8,52618.0,15.6,220570.0,0.07427114306222,21.802581919509013,20.295231851207085
NV-501,2016,washoe county,0.0,0.0,1.0,213100.0,775.0,1029.0,0.4806678260869565,7.7,0.0,0.43,6.3,56382.0,13.7,223392.0,0.1013757858117059,24.01283579432333,21.802581919509013
NV-501,2017,washoe county,0.0,0.0,1.0,236900.0,799.0,1033.0,0.4713678728070175,6.6,0.0,0.43,5.1,58175.0,12.2,227991.0,0.0658446949950255,25.59395364316618,24.01283579432333
NV-501,2018,washoe county,0.0,0.0,1.0,268100.0,830.0,1060.0,0.4544711237088114,5.6,0.29,0.42,4.1,61498.0,10.8,236461.0,0.0407659204406789,26.637314721145916,25.59395364316618
NY-500,2012,monroe county,0.0,0.0,0.0,132800.0,668.0,947.0,0.5321877198271531,8.6,0.0,0.34,5.5,50204.0,16.7,321393.5,0.4371835955847887,13.433723849595651,9.347256600246318
NY-500,2013,monroe county,0.0,0.0,0.0,134200.0,680.0,955.0,0.5311630026650287,7.3,0.0,0.34,8.0,50733.0,15.0,375735.0,-0.1681037777055188,11.175464121825897,13.433723849595651
NY-500,2014,monroe county,0.0,0.0,0.0,136000.0,695.0,954.0,0.5330860033726813,6.5,0.0,0.35,7.2,51665.0,15.8,374202.0,-0.0903803683364622,10.165421558164354,11.175464121825897
NY-500,2015,monroe county,0.0,0.0,0.0,136600.0,705.0,953.0,0.5348299550824747,6.4,0.0,0.35,5.8,51217.0,14.2,364023.0,0.1314360045094427,11.50152395192363,10.165421558164354
NY-500,2016,monroe county,0.0,0.0,0.0,138600.0,711.0,950.0,0.5337124667249948,6.1,0.0,0.36,5.1,54077.0,14.9,364827.0,-0.0498919937617202,10.92768999066398,11.50152395192363
NY-500,2017,monroe county,0.0,0.0,0.0,140200.0,729.0,957.0,0.5244884050763479,6.3,0.0,0.36,4.8,54492.0,14.9,363421.0,0.029145689638514,11.246185051597768,10.92768999066398
NY-500,2018,monroe county,0.0,0.0,0.0,142300.0,758.0,978.0,0.5205721381594076,6.6,0.32,0.36,4.9,57561.0,14.8,368701.0,0.0177314610570169,11.44559634388018,11.246185051597768
NY-601,2012,dutchess county,0.0,0.0,0.0,314500.0,928.0,1398.0,0.5003454990891387,7.6,0.0,0.3,5.5,67727.0,9.9,321393.5,-0.1224219561343741,13.370785003165878,15.236006753620654
NY-601,2013,dutchess county,0.0,0.0,0.0,299400.0,942.0,1436.0,0.496174328,6.6,0.0,0.3,7.9,66754.0,9.4,146160.0,0.0162668141237072,13.58828507750043,13.370785003165878
NY-601,2014,dutchess county,0.0,0.0,0.0,289400.0,962.0,1451.0,0.5042388387411564,6.7,0.0,0.3,6.8,70056.0,9.1,145403.0,-0.0668832377978405,12.67945657539712,13.58828507750043
NY-601,2015,dutchess county,0.0,0.0,0.0,282100.0,981.0,1479.0,0.5066776940513386,7.3,0.0,0.31,5.4,71165.0,9.7,142064.0,0.0311328146666531,13.074203747032834,12.67945657539712
NY-601,2016,dutchess county,0.0,0.0,0.0,275600.0,980.0,1462.0,0.5117721825444861,6.6,0.0,0.31,4.5,71864.0,10.3,142997.0,0.0040586085272926,13.127266821848105,13.074203747032834
NY-601,2017,dutchess county,0.0,0.0,0.0,274300.0,980.0,1445.0,0.5057708408085158,5.1,0.0,0.31,4.2,74115.0,9.0,143108.0,0.0348276413248049,13.584458562294444,13.127266821848105
NY-601,2018,dutchess county,0.0,0.0,0.0,275200.0,1032.0,1464.0,0.5142814009661836,5.3,0.27,0.31,4.3,77915.0,10.4,145985.0,0.3335694462553138,18.115818882597257,13.584458562294444
NY-602,2012,orange county,0.0,0.0,0.0,299500.0,917.0,1503.0,0.5170676202860858,4.4,0.0,0.3,5.5,66224.0,14.0,321393.5,-0.0882865267295639,12.220707576306204,13.404109881659332
NY-602,2013,orange county,0.0,0.0,0.0,288800.0,948.0,1552.0,0.5279031109000237,4.4,0.0,0.3,8.0,66458.0,12.4,179353.0,-0.0840251171293546,11.193861190803483,12.220707576306204
NY-602,2014,orange county,0.0,0.0,0.0,276900.0,955.0,1543.0,0.5428453010050772,4.2,0.0,0.31,7.0,68950.0,13.4,178723.0,0.1709524045149002,13.107478677177363,11.193861190803483
NY-602,2015,orange county,0.0,0.0,0.0,268500.0,981.0,1525.0,0.550297415,4.8,0.0,0.3,5.5,70240.0,13.3,175195.0,-0.3099267722716471,9.045120118140344,13.107478677177363
NY-602,2016,orange county,0.0,0.0,0.0,262500.0,984.0,1498.0,0.5444660492247864,5.0,0.0,0.31,4.7,73031.0,11.7,177655.0,0.0123565105161516,9.15688624,9.045120118140344
NY-602,2017,orange county,0.0,0.0,0.0,258700.0,985.0,1490.0,0.5503037301069331,4.8,0.0,0.32,4.4,73025.0,12.5,178963.0,0.3724159830640954,12.567057030875688,9.15688624
NY-602,2018,orange county,0.0,0.0,0.0,260300.0,1016.0,1516.0,0.5429007023068656,4.7,0.25,0.32,4.5,79311.0,10.1,184071.0,0.2175552196446202,15.301085883514316,12.567057030875688
NY-604,2012,westchester county,0.0,0.0,0.0,547000.0,1148.0,1708.0,0.5201345096573969,5.3,0.0,0.38,5.5,77006.0,9.9,321393.5,0.1710965715870704,21.20144260643557,18.103923383281167
NY-604,2013,westchester county,0.0,0.0,0.0,533300.0,1179.0,1745.0,0.5293933230359846,5.8,0.0,0.38,7.4,77293.0,10.1,476735.0,0.0367948739939683,21.98154701562972,21.20144260643557
NY-604,2014,westchester county,0.0,0.0,0.0,518400.0,1195.0,1767.0,0.5375708866652928,6.0,0.0,0.38,6.4,84220.0,9.7,476999.0,-0.1627332750263407,18.40441787963081,21.98154701562972
NY-604,2015,westchester county,0.0,0.0,0.0,509200.0,1221.0,1790.0,0.5301466428123615,6.0,0.0,0.38,5.2,83477.0,10.2,470006.0,-0.0243020277103769,17.957153206326666,18.40441787963081
NY-604,2016,westchester county,0.0,0.0,0.0,506900.0,1233.0,1782.0,0.5270788556325995,6.5,0.0,0.39,4.6,86108.0,10.0,477632.0,0.0407676595972896,18.68922431557857,17.957153206326666
NY-604,2017,westchester county,0.0,0.0,0.0,507300.0,1266.0,1809.0,0.5190500766556869,6.3,0.0,0.39,4.4,89709.0,9.9,477963.0,0.0102899318859754,18.88153516078759,18.68922431557857
NY-604,2018,westchester county,0.0,0.0,0.0,513300.0,1320.0,1858.0,0.5197065052495606,5.5,0.26,0.38,4.5,90578.0,8.3,489676.0,-0.0081015200876526,18.72856602439675,18.88153516078759
NY-606,2012,rockland county,0.0,0.0,0.0,465100.0,1156.0,1851.0,0.5552625186521845,5.3,0.0,0.29,5.5,82217.0,14.1,321393.5,-0.0098035855071467,3.3343409067537544,3.367353040216265
NY-606,2013,rockland county,0.0,0.0,0.0,449600.0,1177.0,1860.0,0.5554839366285579,5.3,0.0,0.3,7.4,82677.0,15.7,150225.0,0.1575363954320325,3.859620954345316,3.3343409067537544
NY-606,2014,rockland county,0.0,0.0,0.0,435300.0,1182.0,1839.0,0.567324895,5.8,0.0,0.3,6.4,80942.0,15.0,150571.0,-0.0702325932332834,3.588549765824124,3.859620954345316
NY-606,2015,rockland county,0.0,0.0,0.0,424400.0,1196.0,1855.0,0.5688263095706971,5.8,0.0,0.31,5.2,85037.0,14.8,149157.0,0.2023881039702082,4.314829548932003,3.588549765824124
NY-606,2016,rockland county,0.0,0.0,0.0,419100.0,1200.0,1875.0,0.5895306036027232,4.7,0.0,0.31,4.6,85392.0,14.1,151923.0,0.1980188735966581,5.169247235973096,4.314829548932003
NY-606,2017,rockland county,0.0,0.0,0.0,420700.0,1230.0,1929.0,0.5850074767570379,4.4,0.0,0.31,4.3,85515.0,14.8,152561.0,0.0691388460694462,5.526643024915949,5.169247235973096
NY-606,2018,rockland county,0.0,0.0,0.0,425100.0,1260.0,1972.0,0.5942532060553466,4.2,0.21,0.31,4.3,88726.0,13.6,156380.0,0.0108193749123921,5.586437847809472,5.526643024915949
OH-500,2012,hamilton county,0.0,0.0,0.0,147800.0,551.0,925.0,0.4791930075311967,12.8,0.0,0.39,5.5,45940.0,18.3,321393.5,-0.2007804123149188,16.481877392731068,20.6224642722664
OH-500,2013,hamilton county,0.0,0.0,0.0,146900.0,567.0,937.0,0.487444209,11.5,0.0,0.4,7.4,46837.0,19.8,402186.0,-0.2154823464175717,12.930323778778648,16.481877392731068
OH-500,2014,hamilton county,0.0,0.0,0.0,144400.0,576.0,925.0,0.4832917480155888,10.0,0.0,0.4,7.3,46967.0,18.7,402152.0,0.0179551172470999,13.162489258269584,12.930323778778648
OH-500,2015,hamilton county,0.0,0.0,0.0,143000.0,585.0,918.0,0.4844303741158676,9.3,0.0,0.41,5.5,48770.0,17.4,402530.0,0.0479112442272682,13.793120495761334,13.162489258269584
OH-500,2016,hamilton county,0.0,0.0,0.0,142000.0,590.0,898.0,0.4795599982665723,8.3,0.0,0.42,4.5,50990.0,16.6,402777.0,0.0351759460685039,14.278306558436611,13.793120495761334
OH-500,2017,hamilton county,0.0,0.0,0.0,143700.0,602.0,902.0,0.4632634663060626,6.7,0.0,0.42,4.5,53229.0,15.8,406542.0,-0.0446677442116772,13.640526813308451,14.278306558436611
OH-500,2018,hamilton county,0.0,0.0,0.0,145800.0,619.0,915.0,0.4492802259650006,6.2,0.35,0.42,4.4,55048.0,16.1,412841.0,-0.0296627588780673,13.23591115547547,13.640526813308451
OH-502,2012,cuyahoga county,0.0,0.0,0.0,134900.0,592.0,872.0,0.4821805778957772,9.9,0.0,0.38,5.5,41530.0,18.6,321393.5,-0.0267921259111999,16.854635301792182,17.31863844358321
OH-502,2013,cuyahoga county,0.0,0.0,0.0,130900.0,601.0,871.0,0.4846107481254671,9.8,0.0,0.39,6.8,41880.0,18.6,621812.0,-0.0096045043332935,16.69275488400004,16.854635301792182
OH-502,2014,cuyahoga county,0.0,0.0,0.0,125700.0,607.0,864.0,0.4860034339772439,9.3,0.0,0.39,7.0,43501.0,19.0,617919.0,-0.0732076035946671,15.47071830154922,16.69275488400004
OH-502,2015,cuyahoga county,0.0,0.0,0.0,123300.0,613.0,857.0,0.4830653341849194,8.5,0.0,0.4,6.3,44016.0,19.3,615565.0,-0.1220161090619942,13.58304145,15.47071830154922
OH-502,2016,cuyahoga county,0.0,0.0,0.0,121800.0,615.0,842.0,0.4761348426238104,7.8,0.0,0.41,5.2,45297.0,18.2,609062.0,0.018361319175568,13.83244400943842,13.58304145
OH-502,2017,cuyahoga county,0.0,0.0,0.0,122200.0,626.0,843.0,0.4689530422738001,7.4,0.0,0.41,5.6,46601.0,18.1,612160.0,0.0508217435531244,14.53543293159905,13.83244400943842
OH-502,2018,cuyahoga county,0.0,0.0,0.0,123900.0,643.0,855.0,0.4632789300742602,7.1,0.37,0.41,5.8,46784.0,18.0,623383.0,-0.0987230386898155,13.100450823919578,14.53543293159905
OH-503,2012,franklin county,0.0,1.0,0.0,155200.0,635.0,971.0,0.4660354756737521,10.7,0.0,0.43,5.5,47029.0,18.8,321393.5,0.0233400027529684,12.274564182854707,11.994609953518797
OH-503,2013,franklin county,0.0,1.0,0.0,153600.0,647.0,974.0,0.463467835,9.5,0.0,0.44,6.4,50074.0,17.9,630411.0,0.0678266828050471,13.107107154255385,12.274564182854707
OH-503,2014,franklin county,0.0,1.0,0.0,150800.0,658.0,971.0,0.4588802253060137,8.3,0.0,0.45,6.4,51460.0,17.7,638429.0,0.0489774085237524,13.749059295913948,13.107107154255385
OH-503,2015,franklin county,0.0,1.0,0.0,150000.0,672.0,975.0,0.4568955152098112,7.2,0.0,0.46,4.9,53180.0,17.2,649140.0,-0.0083937378030375,13.633653297145631,13.749059295913948
OH-503,2016,franklin county,0.0,1.0,0.0,150600.0,681.0,973.0,0.4448752240203892,6.2,0.0,0.46,4.1,53882.0,17.1,657983.0,-0.0399911538210487,13.088427770996631,13.633653297145631
OH-503,2017,franklin county,0.0,1.0,0.0,153100.0,700.0,983.0,0.4375676564040758,5.5,0.0,0.47,4.1,56055.0,16.7,669446.0,0.0536586355127526,13.790734946195528,13.088427770996631
OH-503,2018,franklin county,0.0,1.0,0.0,158400.0,730.0,1014.0,0.4340421466752934,5.3,0.32,0.46,4.1,59227.0,15.9,686535.0,0.0501660532226166,14.482561689485372,13.790734946195528
OH-505,2012,montgomery county,0.0,0.0,0.0,118600.0,539.0,847.0,0.4956300434512725,9.8,0.0,0.36,5.5,40602.0,18.5,321393.5,-0.0397362448596981,19.427223493317108,20.23113273756609
OH-505,2013,montgomery county,0.0,0.0,0.0,115800.0,546.0,848.0,0.4956322445943027,9.3,0.0,0.37,8.2,42524.0,18.7,254590.0,-0.2362626495080606,14.837296198200766,19.427223493317108
OH-505,2014,montgomery county,0.0,0.0,0.0,112800.0,548.0,841.0,0.4929879167307715,7.5,0.0,0.38,8.3,42776.0,18.7,251135.0,0.2295388776102751,18.24303251430697,14.837296198200766
OH-505,2015,montgomery county,0.0,0.0,0.0,110500.0,555.0,830.0,0.4909420713867758,7.4,0.0,0.38,6.1,42644.0,19.6,249711.0,-0.2250869864258354,14.136763302393083,18.24303251430697
OH-505,2016,montgomery county,0.0,0.0,0.0,109900.0,558.0,819.0,0.478689165,6.7,0.0,0.39,5.1,46561.0,17.9,249904.0,-0.1762354920441227,11.64536386588454,14.136763302393083
OH-505,2017,montgomery county,0.0,0.0,0.0,109600.0,573.0,821.0,0.4654293406656355,6.4,0.0,0.39,5.0,46936.0,18.4,251039.0,0.0969178204133922,12.774007149686945,11.64536386588454
OH-505,2018,montgomery county,0.0,0.0,0.0,112100.0,592.0,830.0,0.4502200917240903,6.2,0.34,0.39,4.9,47755.0,16.0,253155.0,0.0026836084122467,12.808287582731946,12.774007149686945
OH-506,2012,summit county,0.0,0.0,0.0,140700.0,582.0,897.0,0.4786204085198072,9.6,0.0,0.31,5.5,46429.0,16.6,321393.5,0.0582883093403931,15.909225135837469,15.032978249332947
OH-506,2013,summit county,0.0,0.0,0.0,137700.0,591.0,891.0,0.4834951178715921,9.0,0.0,0.32,7.5,48798.0,15.8,272453.0,0.009059124057392,16.05334878,15.909225135837469
OH-506,2014,summit county,0.0,0.0,0.0,135600.0,598.0,879.0,0.4843419083387457,8.6,0.0,0.32,7.6,49232.0,14.6,270976.0,-0.1264770772817669,14.022968145720782,16.05334878
OH-506,2015,summit county,0.0,0.0,0.0,133700.0,609.0,865.0,0.4731698600764219,8.0,0.0,0.33,5.9,50365.0,13.0,272945.0,-0.1038208013092143,12.567092356098463,14.022968145720782
OH-506,2016,summit county,0.0,0.0,0.0,133500.0,611.0,847.0,0.4661779317382314,7.4,0.0,0.34,5.0,51309.0,14.3,272635.0,-0.254593979394679,9.367586303738904,12.567092356098463
OH-506,2017,summit county,0.0,0.0,0.0,134300.0,621.0,848.0,0.4531735522020165,6.7,0.0,0.34,5.1,52036.0,13.6,273479.0,0.156316763514219,10.831897076679496,9.367586303738904
OH-506,2018,summit county,0.0,0.0,0.0,137000.0,635.0,859.0,0.4481061891461536,6.1,0.32,0.34,5.1,55419.0,12.7,274876.0,-0.0682907288019487,10.092178931005355,10.831897076679496
OH-508,2012,stark county,0.0,0.0,0.0,126700.0,499.0,768.0,0.4598953594176524,6.7,0.0,0.29,5.5,41827.0,16.3,321393.5,0.0813606128229906,13.90398261203094,12.857859299806863
OH-508,2013,stark county,0.0,0.0,0.0,124200.0,512.0,768.0,0.4496392496392496,6.7,0.0,0.3,7.5,45617.0,14.5,187968.0,0.0164183509624877,14.132263078331594,13.90398261203094
OH-508,2014,stark county,0.0,0.0,0.0,122400.0,517.0,763.0,0.4559228650137741,6.8,0.0,0.3,7.5,44979.0,15.4,188921.0,-0.1097582248995627,12.581130969040288,14.132263078331594
OH-508,2015,stark county,0.0,0.0,0.0,121700.0,529.0,759.0,0.4482615713475548,6.5,0.0,0.31,5.8,47713.0,14.8,188754.0,-0.0213726893684863,12.312238364934746,12.581130969040288
OH-508,2016,stark county,0.0,0.0,0.0,122900.0,530.0,752.0,0.432768797,5.9,0.0,0.31,5.3,48819.0,13.3,187170.0,-0.3045299590381756,8.562792919992914,12.312238364934746
OH-508,2017,stark county,0.0,0.0,0.0,124000.0,541.0,757.0,0.4145236734607488,5.2,0.0,0.31,5.5,50994.0,13.1,187210.0,-0.126256341045691,7.4816860167826595,8.562792919992914
OH-508,2018,stark county,0.0,0.0,0.0,127100.0,552.0,767.0,0.4136252028798535,4.0,0.29,0.32,5.2,50984.0,14.5,188257.0,-0.0154206505332098,7.366313551318651,7.4816860167826595
OK-501,2012,tulsa county,0.0,1.0,0.0,129900.0,566.0,844.0,0.4492282696994313,8.7,0.0,0.38,5.5,46466.0,15.1,321393.5,-0.026362862458514,16.195138566441038,16.633649171738764
OK-501,2013,tulsa county,0.0,1.0,0.0,133300.0,582.0,857.0,0.4504980315384119,9.0,0.0,0.39,5.0,47315.0,16.3,308472.0,-0.0094569257016963,16.04198234428953,16.195138566441038
OK-501,2014,tulsa county,0.0,1.0,0.0,134100.0,599.0,857.0,0.4415341143600977,8.9,0.0,0.39,4.9,47949.0,16.1,310617.0,-0.0677453534772821,14.955212579899316,16.04198234428953
OK-501,2015,tulsa county,0.0,1.0,0.0,136100.0,608.0,866.0,0.4400462504817758,8.9,0.0,0.39,4.1,50460.0,15.0,311433.0,0.0847290519375367,16.222353563318507,14.955212579899316
OK-501,2016,tulsa county,0.0,1.0,0.0,138500.0,619.0,865.0,0.4321411665172681,8.3,0.0,0.4,4.0,51287.0,16.2,317640.0,0.0244225045477639,16.618544066994087,16.222353563318507
OK-501,2017,tulsa county,0.0,1.0,0.0,141700.0,634.0,872.0,0.424389095,8.0,0.0,0.41,4.5,51325.0,16.0,317900.0,0.00512313663938,16.703683138996855,16.618544066994087
OK-501,2018,tulsa county,0.0,1.0,0.0,145800.0,656.0,888.0,0.4216570959803117,8.2,0.3,0.41,4.0,52441.0,14.6,318416.0,0.091578857576424,18.233387358184764,16.703683138996855
OR-501,2012,multnomah county,0.0,1.0,0.0,281900.0,752.0,1106.0,0.5082848020811778,4.1,0.0,0.45,5.5,46888.0,19.7,321393.5,-0.0049457399204976,57.966285315251234,58.254396409116296
OR-501,2013,multnomah county,0.0,1.0,0.0,276900.0,773.0,1129.0,0.5134226723121917,4.1,0.0,0.45,7.6,51799.0,18.3,421947.0,-0.1277812544818951,50.55928066001297,57.966285315251234
OR-501,2014,multnomah county,0.0,1.0,0.0,271600.0,799.0,1144.0,0.5141414573616876,3.6,0.0,0.46,6.7,54024.0,18.5,414728.0,-0.0487201479977212,48.09602502359881,50.55928066001297
OR-501,2015,multnomah county,0.0,1.0,0.0,270200.0,820.0,1153.0,0.5205994866738001,2.8,0.0,0.46,5.8,53660.0,18.8,422171.0,0.0175334598971883,48.93931474956425,48.09602502359881
OR-501,2016,multnomah county,0.0,1.0,0.0,278300.0,847.0,1165.0,0.5152306717098893,2.9,0.0,0.46,4.8,59231.0,15.7,430032.0,0.0569014185266936,51.72403118053879,48.93931474956425
OR-501,2017,multnomah county,0.0,1.0,0.0,297300.0,895.0,1217.0,0.5090764441369768,2.9,0.0,0.46,4.2,62629.0,14.4,442861.0,-0.0429518274995299,49.50238951569197,51.72403118053879
