CoC Number,County,Year,CoC_Category_Largely Rural CoC,CoC_Category_Largely Rural CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,Median_House_Values_5_year_lag1,Median_Rent_5_year_lag1,Median_Gross_Rent_5_year_lag1,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Poverty Rate_lag1,Labor Force_lag1,pct_change_total_homeless_per_10k
NJ-510,ocean county,2015,0,0,0,0,264100.0,1139.0,1408.0,0.594784065,3.8,0.0,0.19,7.4,63653.0,12.0,264431.0,-0.2954281471709439
NJ-510,ocean county,2016,0,0,0,0,262700.0,1133.0,1384.0,0.5869764457886536,3.5,0.0,0.2,6.1,63765.0,10.9,265360.0,-0.4826111135326362
NJ-510,ocean county,2017,0,0,0,0,264200.0,1149.0,1383.0,0.5758596522957973,3.0,0.0,0.2,5.2,62222.0,11.2,268639.0,0.5706173364150122
NJ-510,ocean county,2018,0,0,0,0,267900.0,1188.0,1402.0,0.5685403343430944,3.1,0.29,0.2,4.7,71081.0,10.4,277606.0,-0.1462721072393215
NJ-513,somerset county,2013,0,0,0,0,407300.0,1210.0,2039.0,0.4772036474164133,12.8,0.0,0.21,7.5,95825.0,6.3,175718.0,0.02908349686264322
NJ-513,somerset county,2014,0,0,0,0,398800.0,1217.0,2011.0,0.4632872624469923,11.4,0.0,0.22,6.5,97219.0,5.3,174177.0,0.05537719772402472
NJ-513,somerset county,2015,0,0,0,0,396500.0,1260.0,1962.0,0.4429540489786532,10.9,0.0,0.23,5.2,100301.0,4.1,173073.0,-0.3627583585136246
NJ-513,somerset county,2016,0,0,0,0,399000.0,1252.0,1888.0,0.4342916922188954,9.7,0.0,0.24,4.5,98440.0,5.2,173052.0,0.11365691149805235
NJ-513,somerset county,2017,0,0,0,0,404100.0,1299.0,1872.0,0.4338451718146033,8.4,0.0,0.24,4.0,104478.0,5.0,173010.0,-0.09504280084296801
NJ-513,somerset county,2018,0,0,0,0,412800.0,1364.0,1922.0,0.4363616730257001,7.9,0.24,0.24,3.7,112153.0,5.2,176878.0,0.39009459693065796
NJ-514,mercer county,2013,0,0,0,0,293100.0,939.0,1477.0,0.4923763736263736,8.4,0.0,0.34,8.3,67991.0,10.5,194723.0,-0.05675190125808327
NJ-514,mercer county,2014,0,0,0,0,286900.0,959.0,1487.0,0.4956731736767961,7.9,0.0,0.34,7.4,70857.0,11.8,194040.0,-0.050277599771673454
NJ-514,mercer county,2015,0,0,0,0,280400.0,978.0,1493.0,0.4999563794983642,7.4,0.0,0.35,5.8,74961.0,11.9,195380.0,-0.22421669276567768
NJ-514,mercer county,2016,0,0,0,0,276500.0,976.0,1473.0,0.5007634244424851,7.3,0.0,0.36,4.9,72417.0,11.2,197825.0,0.01777982195724781
NJ-514,mercer county,2017,0,0,0,0,277400.0,990.0,1481.0,0.50190464,6.6,0.0,0.36,4.3,77650.0,11.1,199051.0,0.015429395694141146
NJ-514,mercer county,2018,0,0,0,0,281900.0,1038.0,1505.0,0.4986194400103542,6.1,0.27,0.36,4.0,79173.0,11.7,204296.0,-0.058657400097284595
NJ-515,union county,2013,0,0,0,0,373700.0,991.0,1549.0,0.5271064115474992,7.0,0.0,0.39,9.5,65876.0,10.9,282805.0,0.01018207788049863
NJ-515,union county,2014,0,0,0,0,362300.0,1010.0,1547.0,0.5291812913231573,6.3,0.0,0.4,8.5,64593.0,11.5,280666.0,-0.7013589800365214
NJ-515,union county,2015,0,0,0,0,353300.0,1027.0,1561.0,0.5300964371818913,6.0,0.0,0.4,6.9,69032.0,11.1,278482.0,0.018142918835969635
NJ-515,union county,2016,0,0,0,0,345500.0,1033.0,1543.0,0.5326122625782654,5.0,0.0,0.41,6.0,71163.0,10.6,278129.0,-0.07803671751673358
NJ-515,union county,2017,0,0,0,0,347500.0,1047.0,1551.0,0.5304642731844229,4.5,0.0,0.41,5.1,72028.0,10.6,276832.0,0.006227657252623642
NJ-515,union county,2018,0,0,0,0,351800.0,1081.0,1582.0,0.5195194027529357,4.0,0.25,0.41,4.6,77326.0,9.0,285325.0,-0.08293775139369042
NV-500,clark county,2013,0,0,1,0,186700.0,879.0,1206.0,0.495932881,11.7,0.0,0.44,11.7,49546.0,16.4,992000.0,0.22524056165520023
NV-500,clark county,2014,0,0,1,0,165000.0,865.0,1155.0,0.4954800932423993,11.6,0.0,0.46,10.0,51057.0,16.1,998095.0,-0.012657137425375109
NV-500,clark county,2015,0,0,1,0,163100.0,854.0,1112.0,0.4880114851461556,10.9,0.0,0.47,8.2,51214.0,15.2,1010053.0,-0.1889305526206272
NV-500,clark county,2016,0,0,1,0,170400.0,848.0,1076.0,0.4852668877771997,10.4,0.0,0.47,6.9,51552.0,15.1,1027290.0,0.02246135133246363
NV-500,clark county,2017,0,0,1,0,186700.0,860.0,1073.0,0.4811645298536791,9.9,0.0,0.48,5.9,54384.0,14.2,1040292.0,-0.07429037988079246
NV-500,clark county,2018,0,0,1,0,212300.0,883.0,1094.0,0.4751182128084318,9.2,0.28,0.47,5.2,57189.0,13.8,1060593.0,-0.1049734968886693
NV-501,washoe county,2013,0,0,0,1,226800.0,790.0,1153.0,0.5182459963284131,9.9,0.0,0.41,11.5,49026.0,18.3,219463.0,0.015963996121721058
NV-501,washoe county,2014,0,0,0,1,203300.0,783.0,1098.0,0.510116323,9.3,0.0,0.42,9.8,53588.0,15.1,219924.0,0.16144148798641234
NV-501,washoe county,2015,0,0,0,1,201100.0,778.0,1060.0,0.4965182737445221,8.3,0.0,0.43,7.8,52618.0,15.6,220570.0,0.07427114306222005
NV-501,washoe county,2016,0,0,0,1,213100.0,775.0,1029.0,0.4806678260869565,7.7,0.0,0.43,6.3,56382.0,13.7,223392.0,0.10137578581170592
NV-501,washoe county,2017,0,0,0,1,236900.0,799.0,1033.0,0.4713678728070175,6.6,0.0,0.43,5.1,58175.0,12.2,227991.0,0.06584469499502554
NV-501,washoe county,2018,0,0,0,1,268100.0,830.0,1060.0,0.4544711237088114,5.6,0.29,0.42,4.1,61498.0,10.8,236461.0,0.04076592044067895
NY-500,monroe county,2013,0,0,0,0,134200.0,680.0,955.0,0.5311630026650287,7.3,0.0,0.34,8.0,50733.0,15.0,375735.0,-0.16810377770551888
NY-500,monroe county,2014,0,0,0,0,136000.0,695.0,954.0,0.5330860033726813,6.5,0.0,0.35,7.2,51665.0,15.8,374202.0,-0.09038036833646224
NY-500,monroe county,2015,0,0,0,0,136600.0,705.0,953.0,0.5348299550824747,6.4,0.0,0.35,5.8,51217.0,14.2,364023.0,0.1314360045094427
NY-500,monroe county,2016,0,0,0,0,138600.0,711.0,950.0,0.5337124667249948,6.1,0.0,0.36,5.1,54077.0,14.9,364827.0,-0.049891993761720266
NY-500,monroe county,2017,0,0,0,0,140200.0,729.0,957.0,0.5244884050763479,6.3,0.0,0.36,4.8,54492.0,14.9,363421.0,0.02914568963851405
NY-500,monroe county,2018,0,0,0,0,142300.0,758.0,978.0,0.5205721381594076,6.6,0.32,0.36,4.9,57561.0,14.8,368701.0,0.01773146105701695
NY-601,dutchess county,2013,0,0,0,0,299400.0,942.0,1436.0,0.496174328,6.6,0.0,0.3,7.9,66754.0,9.4,146160.0,0.01626681412370723
NY-601,dutchess county,2014,0,0,0,0,289400.0,962.0,1451.0,0.5042388387411564,6.7,0.0,0.3,6.8,70056.0,9.1,145403.0,-0.06688323779784056
NY-601,dutchess county,2015,0,0,0,0,282100.0,981.0,1479.0,0.5066776940513386,7.3,0.0,0.31,5.4,71165.0,9.7,142064.0,0.031132814666653186
NY-601,dutchess county,2016,0,0,0,0,275600.0,980.0,1462.0,0.5117721825444861,6.6,0.0,0.31,4.5,71864.0,10.3,142997.0,0.004058608527292673
NY-601,dutchess county,2017,0,0,0,0,274300.0,980.0,1445.0,0.5057708408085158,5.1,0.0,0.31,4.2,74115.0,9.0,143108.0,0.03482764132480498
NY-601,dutchess county,2018,0,0,0,0,275200.0,1032.0,1464.0,0.5142814009661836,5.3,0.27,0.31,4.3,77915.0,10.4,145985.0,0.3335694462553138
NY-602,orange county,2013,0,0,0,0,288800.0,948.0,1552.0,0.5279031109000237,4.4,0.0,0.3,8.0,66458.0,12.4,179353.0,-0.08402511712935468
NY-602,orange county,2014,0,0,0,0,276900.0,955.0,1543.0,0.5428453010050772,4.2,0.0,0.31,7.0,68950.0,13.4,178723.0,0.17095240451490024
NY-602,orange county,2015,0,0,0,0,268500.0,981.0,1525.0,0.550297415,4.8,0.0,0.3,5.5,70240.0,13.3,175195.0,-0.3099267722716471
NY-602,orange county,2016,0,0,0,0,262500.0,984.0,1498.0,0.5444660492247864,5.0,0.0,0.31,4.7,73031.0,11.7,177655.0,0.012356510516151609
NY-602,orange county,2017,0,0,0,0,258700.0,985.0,1490.0,0.5503037301069331,4.8,0.0,0.32,4.4,73025.0,12.5,178963.0,0.3724159830640954
NY-602,orange county,2018,0,0,0,0,260300.0,1016.0,1516.0,0.5429007023068656,4.7,0.25,0.32,4.5,79311.0,10.1,184071.0,0.2175552196446202
NY-604,westchester county,2013,0,0,0,0,533300.0,1179.0,1745.0,0.5293933230359846,5.8,0.0,0.38,7.4,77293.0,10.1,476735.0,0.0367948739939683
NY-604,westchester county,2014,0,0,0,0,518400.0,1195.0,1767.0,0.5375708866652928,6.0,0.0,0.38,6.4,84220.0,9.7,476999.0,-0.16273327502634072
NY-604,westchester county,2015,0,0,0,0,509200.0,1221.0,1790.0,0.5301466428123615,6.0,0.0,0.38,5.2,83477.0,10.2,470006.0,-0.024302027710376928
NY-604,westchester county,2016,0,0,0,0,506900.0,1233.0,1782.0,0.5270788556325995,6.5,0.0,0.39,4.6,86108.0,10.0,477632.0,0.040767659597289674
NY-604,westchester county,2017,0,0,0,0,507300.0,1266.0,1809.0,0.5190500766556869,6.3,0.0,0.39,4.4,89709.0,9.9,477963.0,0.01028993188597549
NY-604,westchester county,2018,0,0,0,0,513300.0,1320.0,1858.0,0.5197065052495606,5.5,0.26,0.38,4.5,90578.0,8.3,489676.0,-0.008101520087652636
NY-606,rockland county,2013,0,0,0,0,449600.0,1177.0,1860.0,0.5554839366285579,5.3,0.0,0.3,7.4,82677.0,15.7,150225.0,0.15753639543203257
NY-606,rockland county,2014,0,0,0,0,435300.0,1182.0,1839.0,0.567324895,5.8,0.0,0.3,6.4,80942.0,15.0,150571.0,-0.07023259323328346
NY-606,rockland county,2015,0,0,0,0,424400.0,1196.0,1855.0,0.5688263095706971,5.8,0.0,0.31,5.2,85037.0,14.8,149157.0,0.20238810397020823
NY-606,rockland county,2016,0,0,0,0,419100.0,1200.0,1875.0,0.5895306036027232,4.7,0.0,0.31,4.6,85392.0,14.1,151923.0,0.19801887359665815
NY-606,rockland county,2017,0,0,0,0,420700.0,1230.0,1929.0,0.5850074767570379,4.4,0.0,0.31,4.3,85515.0,14.8,152561.0,0.0691388460694462
NY-606,rockland county,2018,0,0,0,0,425100.0,1260.0,1972.0,0.5942532060553466,4.2,0.21,0.31,4.3,88726.0,13.6,156380.0,0.010819374912392155
OH-500,hamilton county,2013,0,0,0,0,146900.0,567.0,937.0,0.487444209,11.5,0.0,0.4,7.4,46837.0,19.8,402186.0,-0.2154823464175717
OH-500,hamilton county,2014,0,0,0,0,144400.0,576.0,925.0,0.4832917480155888,10.0,0.0,0.4,7.3,46967.0,18.7,402152.0,0.017955117247099972
OH-500,hamilton county,2015,0,0,0,0,143000.0,585.0,918.0,0.4844303741158676,9.3,0.0,0.41,5.5,48770.0,17.4,402530.0,0.047911244227268224
OH-500,hamilton county,2016,0,0,0,0,142000.0,590.0,898.0,0.4795599982665723,8.3,0.0,0.42,4.5,50990.0,16.6,402777.0,0.03517594606850394
OH-500,hamilton county,2017,0,0,0,0,143700.0,602.0,902.0,0.4632634663060626,6.7,0.0,0.42,4.5,53229.0,15.8,406542.0,-0.044667744211677296
OH-500,hamilton county,2018,0,0,0,0,145800.0,619.0,915.0,0.4492802259650006,6.2,0.35,0.42,4.4,55048.0,16.1,412841.0,-0.029662758878067352
OH-502,cuyahoga county,2013,0,0,0,0,130900.0,601.0,871.0,0.4846107481254671,9.8,0.0,0.39,6.8,41880.0,18.6,621812.0,-0.009604504333293518
OH-502,cuyahoga county,2014,0,0,0,0,125700.0,607.0,864.0,0.4860034339772439,9.3,0.0,0.39,7.0,43501.0,19.0,617919.0,-0.07320760359466716
OH-502,cuyahoga county,2015,0,0,0,0,123300.0,613.0,857.0,0.4830653341849194,8.5,0.0,0.4,6.3,44016.0,19.3,615565.0,-0.12201610906199423
OH-502,cuyahoga county,2016,0,0,0,0,121800.0,615.0,842.0,0.4761348426238104,7.8,0.0,0.41,5.2,45297.0,18.2,609062.0,0.018361319175568047
OH-502,cuyahoga county,2017,0,0,0,0,122200.0,626.0,843.0,0.4689530422738001,7.4,0.0,0.41,5.6,46601.0,18.1,612160.0,0.05082174355312441
OH-502,cuyahoga county,2018,0,0,0,0,123900.0,643.0,855.0,0.4632789300742602,7.1,0.37,0.41,5.8,46784.0,18.0,623383.0,-0.09872303868981558
OH-503,franklin county,2013,0,0,1,0,153600.0,647.0,974.0,0.463467835,9.5,0.0,0.44,6.4,50074.0,17.9,630411.0,0.06782668280504711
OH-503,franklin county,2014,0,0,1,0,150800.0,658.0,971.0,0.4588802253060137,8.3,0.0,0.45,6.4,51460.0,17.7,638429.0,0.04897740852375243
OH-503,franklin county,2015,0,0,1,0,150000.0,672.0,975.0,0.4568955152098112,7.2,0.0,0.46,4.9,53180.0,17.2,649140.0,-0.008393737803037538
OH-503,franklin county,2016,0,0,1,0,150600.0,681.0,973.0,0.4448752240203892,6.2,0.0,0.46,4.1,53882.0,17.1,657983.0,-0.039991153821048786
OH-503,franklin county,2017,0,0,1,0,153100.0,700.0,983.0,0.4375676564040758,5.5,0.0,0.47,4.1,56055.0,16.7,669446.0,0.05365863551275263
OH-503,franklin county,2018,0,0,1,0,158400.0,730.0,1014.0,0.4340421466752934,5.3,0.32,0.46,4.1,59227.0,15.9,686535.0,0.05016605322261669
OH-505,montgomery county,2013,0,0,0,0,115800.0,546.0,848.0,0.4956322445943027,9.3,0.0,0.37,8.2,42524.0,18.7,254590.0,-0.23626264950806064
OH-505,montgomery county,2014,0,0,0,0,112800.0,548.0,841.0,0.4929879167307715,7.5,0.0,0.38,8.3,42776.0,18.7,251135.0,0.22953887761027514
OH-505,montgomery county,2015,0,0,0,0,110500.0,555.0,830.0,0.4909420713867758,7.4,0.0,0.38,6.1,42644.0,19.6,249711.0,-0.22508698642583547
OH-505,montgomery county,2016,0,0,0,0,109900.0,558.0,819.0,0.478689165,6.7,0.0,0.39,5.1,46561.0,17.9,249904.0,-0.1762354920441227
OH-505,montgomery county,2017,0,0,0,0,109600.0,573.0,821.0,0.4654293406656355,6.4,0.0,0.39,5.0,46936.0,18.4,251039.0,0.09691782041339225
OH-505,montgomery county,2018,0,0,0,0,112100.0,592.0,830.0,0.4502200917240903,6.2,0.34,0.39,4.9,47755.0,16.0,253155.0,0.0026836084122467962
OH-506,summit county,2013,0,0,0,0,137700.0,591.0,891.0,0.4834951178715921,9.0,0.0,0.32,7.5,48798.0,15.8,272453.0,0.009059124057392065
OH-506,summit county,2014,0,0,0,0,135600.0,598.0,879.0,0.4843419083387457,8.6,0.0,0.32,7.6,49232.0,14.6,270976.0,-0.12647707728176694
OH-506,summit county,2015,0,0,0,0,133700.0,609.0,865.0,0.4731698600764219,8.0,0.0,0.33,5.9,50365.0,13.0,272945.0,-0.10382080130921434
OH-506,summit county,2016,0,0,0,0,133500.0,611.0,847.0,0.4661779317382314,7.4,0.0,0.34,5.0,51309.0,14.3,272635.0,-0.254593979394679
OH-506,summit county,2017,0,0,0,0,134300.0,621.0,848.0,0.4531735522020165,6.7,0.0,0.34,5.1,52036.0,13.6,273479.0,0.15631676351421908
OH-506,summit county,2018,0,0,0,0,137000.0,635.0,859.0,0.4481061891461536,6.1,0.32,0.34,5.1,55419.0,12.7,274876.0,-0.06829072880194875
OH-508,stark county,2013,0,0,0,0,124200.0,512.0,768.0,0.4496392496392496,6.7,0.0,0.3,7.5,45617.0,14.5,187968.0,0.016418350962487782
OH-508,stark county,2014,0,0,0,0,122400.0,517.0,763.0,0.4559228650137741,6.8,0.0,0.3,7.5,44979.0,15.4,188921.0,-0.10975822489956277
OH-508,stark county,2015,0,0,0,0,121700.0,529.0,759.0,0.4482615713475548,6.5,0.0,0.31,5.8,47713.0,14.8,188754.0,-0.021372689368486353
OH-508,stark county,2016,0,0,0,0,122900.0,530.0,752.0,0.432768797,5.9,0.0,0.31,5.3,48819.0,13.3,187170.0,-0.3045299590381756
OH-508,stark county,2017,0,0,0,0,124000.0,541.0,757.0,0.4145236734607488,5.2,0.0,0.31,5.5,50994.0,13.1,187210.0,-0.12625634104569106
OH-508,stark county,2018,0,0,0,0,127100.0,552.0,767.0,0.4136252028798535,4.0,0.29,0.32,5.2,50984.0,14.5,188257.0,-0.015420650533209845
OK-501,tulsa county,2013,0,0,1,0,133300.0,582.0,857.0,0.4504980315384119,9.0,0.0,0.39,5.0,47315.0,16.3,308472.0,-0.009456925701696317
OK-501,tulsa county,2014,0,0,1,0,134100.0,599.0,857.0,0.4415341143600977,8.9,0.0,0.39,4.9,47949.0,16.1,310617.0,-0.06774535347728217
OK-501,tulsa county,2015,0,0,1,0,136100.0,608.0,866.0,0.4400462504817758,8.9,0.0,0.39,4.1,50460.0,15.0,311433.0,0.08472905193753677
OK-501,tulsa county,2016,0,0,1,0,138500.0,619.0,865.0,0.4321411665172681,8.3,0.0,0.4,4.0,51287.0,16.2,317640.0,0.024422504547763957
OK-501,tulsa county,2017,0,0,1,0,141700.0,634.0,872.0,0.424389095,8.0,0.0,0.41,4.5,51325.0,16.0,317900.0,0.0051231366393800215
OK-501,tulsa county,2018,0,0,1,0,145800.0,656.0,888.0,0.4216570959803117,8.2,0.3,0.41,4.0,52441.0,14.6,318416.0,0.09157885757642403
OR-501,multnomah county,2013,0,0,1,0,276900.0,773.0,1129.0,0.5134226723121917,4.1,0.0,0.45,7.6,51799.0,18.3,421947.0,-0.12778125448189515
OR-501,multnomah county,2014,0,0,1,0,271600.0,799.0,1144.0,0.5141414573616876,3.6,0.0,0.46,6.7,54024.0,18.5,414728.0,-0.048720147997721286
OR-501,multnomah county,2015,0,0,1,0,270200.0,820.0,1153.0,0.5205994866738001,2.8,0.0,0.46,5.8,53660.0,18.8,422171.0,0.017533459897188353
OR-501,multnomah county,2016,0,0,1,0,278300.0,847.0,1165.0,0.5152306717098893,2.9,0.0,0.46,4.8,59231.0,15.7,430032.0,0.056901418526693615
OR-501,multnomah county,2017,0,0,1,0,297300.0,895.0,1217.0,0.5090764441369768,2.9,0.0,0.46,4.2,62629.0,14.4,442861.0,-0.04295182749952997
OR-501,multnomah county,2018,0,0,1,0,330900.0,957.0,1272.0,0.5114020415608372,2.9,0.32,0.46,3.6,63974.0,14.6,450620.0,-0.0021935545717785
OR-506,washington county,2013,0,0,0,0,290900.0,839.0,1256.0,0.4650407987695195,5.2,0.0,0.38,7.1,63530.0,12.3,292667.0,0.22538776534039395
OR-506,washington county,2014,0,0,0,0,282400.0,852.0,1245.0,0.4703828771644747,4.5,0.0,0.39,6.2,63238.0,10.9,289282.0,0.07885125176702124
OR-506,washington county,2015,0,0,0,0,279100.0,879.0,1254.0,0.4804586241276171,4.0,0.0,0.39,5.5,66136.0,12.8,295034.0,-0.04785473745726787
OR-506,washington county,2016,0,0,0,0,285100.0,907.0,1262.0,0.4805348928256827,3.5,0.0,0.4,4.6,70447.0,10.6,301910.0,-0.0572791824897424
OR-506,washington county,2017,0,0,0,0,301600.0,959.0,1299.0,0.4750915663227443,2.9,0.0,0.4,4.0,75634.0,9.1,312711.0,-0.05446944339602677
OR-506,washington county,2018,0,0,0,0,331700.0,1041.0,1364.0,0.4673628929761876,2.5,0.24,0.39,3.4,80946.0,7.9,318470.0,0.008748581477733053
OR-507,clackamas county,2013,0,0,0,0,313100.0,830.0,1300.0,0.4717143180020341,5.9,0.0,0.31,8.0,64410.0,8.8,201578.0,-0.018574082026910133
OR-507,clackamas county,2014,0,0,0,0,300600.0,858.0,1302.0,0.4812804971444826,4.8,0.0,0.31,7.0,66758.0,9.4,198316.0,-0.21367332554809504
OR-507,clackamas county,2015,0,0,0,0,295600.0,872.0,1280.0,0.4796725256779406,4.1,0.0,0.32,6.0,65316.0,9.2,202082.0,-0.07779034907710392
OR-507,clackamas county,2016,0,0,0,0,301000.0,894.0,1272.0,0.4745166589444421,2.9,0.0,0.32,5.0,69629.0,9.3,205321.0,0.06144268577930623
OR-507,clackamas county,2017,0,0,0,0,319100.0,949.0,1306.0,0.4690384042869902,3.0,0.0,0.31,4.3,74891.0,8.8,212188.0,-0.2356790457426413
OR-507,clackamas county,2018,0,0,0,0,341600.0,994.0,1360.0,0.4706410448239745,3.0,0.24,0.3,3.7,79878.0,8.3,216100.0,0.22355424203204954
PA-501,dauphin county,2013,0,0,0,0,159100.0,676.0,941.0,0.4197827752966359,8.6,0.0,0.35,7.3,52228.0,13.4,140871.0,0.01345448950080308
PA-501,dauphin county,2014,0,0,0,0,158800.0,690.0,942.0,0.4208298926507019,8.1,0.0,0.36,6.6,53816.0,14.1,140008.0,0.009461850160721541
PA-501,dauphin county,2015,0,0,0,0,159200.0,700.0,946.0,0.445388287,8.1,0.0,0.36,5.4,52975.0,13.6,139180.0,0.07426528317031167
PA-501,dauphin county,2016,0,0,0,0,159200.0,703.0,939.0,0.442116043,7.3,0.0,0.37,4.7,54232.0,14.1,141032.0,0.054637772074165314
PA-501,dauphin county,2017,0,0,0,0,161000.0,720.0,935.0,0.4403900752993457,6.6,0.0,0.37,4.7,60331.0,11.1,142302.0,-0.03745094128864934
PA-501,dauphin county,2018,0,0,0,0,163300.0,747.0,963.0,0.4369034733838433,6.4,0.31,0.36,4.6,61622.0,12.2,143691.0,-0.06473119546348372
PA-502,delaware county,2013,0,0,0,0,236600.0,812.0,1216.0,0.5121618927360936,7.9,0.0,0.29,7.5,61065.0,11.8,288959.0,-0.06939999185362988
PA-502,delaware county,2014,0,0,0,0,234100.0,826.0,1215.0,0.5076451077943616,8.8,0.0,0.29,6.8,64822.0,10.8,289499.0,-0.14483725755337962
PA-502,delaware county,2015,0,0,0,0,233400.0,839.0,1223.0,0.5094419414127942,8.3,0.0,0.3,5.6,62993.0,11.0,289872.0,-0.06799416024714078
PA-502,delaware county,2016,0,0,0,0,232700.0,843.0,1221.0,0.5139793370219851,7.9,0.0,0.3,5.0,67584.0,10.3,291616.0,0.11320677637720711
PA-502,delaware county,2017,0,0,0,0,233300.0,860.0,1225.0,0.5007862896755352,8.0,0.0,0.31,4.8,67950.0,10.9,294657.0,-0.0861817188823566
PA-502,delaware county,2018,0,0,0,0,235200.0,879.0,1242.0,0.482794042,7.4,0.29,0.3,4.6,73854.0,9.7,297752.0,-0.037219182286596375
PA-503,luzerne county,2013,0,0,0,0,119500.0,486.0,742.0,0.4187263257575757,4.9,0.0,0.32,9.6,42370.0,16.4,160422.0,0.1682861060602734
PA-503,luzerne county,2014,0,0,0,0,121000.0,508.0,754.0,0.4299174102904879,3.6,0.0,0.32,9.1,45190.0,16.4,160095.0,-0.0926685866496677
PA-503,luzerne county,2015,0,0,0,0,121700.0,520.0,765.0,0.4342184453164496,4.3,0.0,0.32,7.4,44311.0,16.0,158891.0,-0.022393217425016654
PA-503,luzerne county,2016,0,0,0,0,122700.0,534.0,769.0,0.4264511635726122,4.9,0.0,0.32,6.6,50301.0,15.4,158870.0,0.026471180271541384
PA-503,luzerne county,2017,0,0,0,0,123500.0,545.0,772.0,0.4211891997747913,5.3,0.0,0.32,6.2,46580.0,14.8,159199.0,-0.05262869075463972
PA-503,luzerne county,2018,0,0,0,0,124100.0,570.0,789.0,0.4048553030863741,5.5,0.31,0.32,6.0,51332.0,13.8,160069.0,-0.005343530033763977
PA-504,montgomery county,2013,0,0,0,0,296000.0,956.0,1459.0,0.4495359488210919,8.4,0.0,0.27,6.2,76953.0,6.5,434779.0,-0.061212756903004206
PA-504,montgomery county,2014,0,0,0,0,292600.0,976.0,1462.0,0.4485907539860836,8.8,0.0,0.27,5.7,76919.0,6.8,434321.0,-0.023425578173472905
PA-504,montgomery county,2015,0,0,0,0,290800.0,999.0,1466.0,0.4583239454991758,8.3,0.0,0.27,4.7,79495.0,7.2,436059.0,-0.07503957541135442
PA-504,montgomery county,2016,0,0,0,0,292300.0,1012.0,1451.0,0.4617710277062616,7.3,0.0,0.27,4.2,83254.0,6.6,440961.0,-0.22520708131645728
PA-504,montgomery county,2017,0,0,0,0,293800.0,1041.0,1450.0,0.4563793403280969,6.3,0.0,0.28,4.1,84113.0,6.2,448110.0,-0.06415537847488839
PA-504,montgomery county,2018,0,0,0,0,299300.0,1076.0,1473.0,0.4556332609868972,5.8,0.26,0.28,3.9,87304.0,5.7,452286.0,-0.15699035301475817
PA-505,chester county,2013,0,0,0,0,329700.0,983.0,1600.0,0.4290499179968122,4.7,0.0,0.24,5.5,82442.0,7.6,272534.0,0.052432351846446235
PA-505,chester county,2014,0,0,0,0,325200.0,1004.0,1583.0,0.4432659595757454,4.6,0.0,0.24,5.1,83633.0,7.0,272791.0,-0.10418618428361359
PA-505,chester county,2015,0,0,0,0,323600.0,1028.0,1573.0,0.453623125,5.2,0.0,0.25,4.2,85373.0,7.4,273535.0,-0.088893981568828
PA-505,chester county,2016,0,0,0,0,325800.0,1046.0,1536.0,0.4689297297297297,5.0,0.0,0.25,3.9,90503.0,5.7,277099.0,0.0298960441438898
PA-505,chester county,2017,0,0,0,0,331000.0,1066.0,1544.0,0.4639347101355154,5.1,0.0,0.25,3.8,92407.0,7.3,280799.0,-0.0035525015116527614
PA-505,chester county,2018,0,0,0,0,338200.0,1100.0,1566.0,0.4581633306987375,5.0,0.23,0.25,3.7,96656.0,6.4,283555.0,-0.09319495537024658
PA-506,berks county,2013,0,0,0,0,173400.0,643.0,990.0,0.4866739601033495,5.7,0.0,0.28,7.5,52022.0,14.6,211337.0,0.290067938936297
PA-506,berks county,2014,0,0,0,0,170600.0,659.0,997.0,0.4962703041851602,5.8,0.0,0.28,6.9,56043.0,14.4,210608.0,-0.07472592978899073
PA-506,berks county,2015,0,0,0,0,169200.0,673.0,1004.0,0.5024595439499816,6.1,0.0,0.28,5.6,56059.0,14.7,210766.0,-0.0702736190453942
PA-506,berks county,2016,0,0,0,0,168200.0,671.0,995.0,0.5014272784237276,7.0,0.0,0.28,5.0,56122.0,12.8,212576.0,0.01749030856106204
PA-506,berks county,2017,0,0,0,0,169000.0,692.0,997.0,0.4988250075618325,7.2,0.0,0.28,4.9,59286.0,13.6,213541.0,0.04667822018113221
PA-506,berks county,2018,0,0,0,0,170900.0,709.0,1024.0,0.4892920602263162,7.2,0.25,0.28,4.7,61058.0,11.8,214414.0,0.05972507104611058
PA-510,lancaster county,2013,0,0,0,0,189600.0,700.0,992.0,0.4712566383888544,4.0,0.0,0.3,6.4,54776.0,11.8,268701.0,-0.04531590123729923
PA-510,lancaster county,2014,0,0,0,0,188200.0,720.0,1001.0,0.4888157339410821,4.0,0.0,0.31,5.8,56922.0,10.4,269657.0,-0.24563724949591148
PA-510,lancaster county,2015,0,0,0,0,187300.0,738.0,1017.0,0.4956794577090219,4.3,0.0,0.31,4.7,57403.0,10.4,272260.0,-0.06148205135763163
PA-510,lancaster county,2016,0,0,0,0,189200.0,752.0,1015.0,0.4878253430291863,4.1,0.0,0.31,4.2,59262.0,10.9,276030.0,-0.10562736940178463
