CoC Number,County,Year,SSDI Participation Rate (Percent),Unemployment Rate,HPI with 2000 base,HPI,Year,Estimate Total Asian alone,Share_of_Single_Person_Households_1_year,Share_of_Single_Person_Households_5_year,Median_House_Values_1_year,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,Blind and disabled,Overall Homeless - Multiple Races,CoC_Category_Largely Rural CoC,CoC_Category_Largely Suburban CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,total_homeless_per_10k_lag1,total_sheltered_homeless_per_10k_lag1,unsheltered_homeless_per_10k_lag1,Median_House_Values_5_year_lag1,Median_Rent_5_year_lag1,Median_Gross_Rent_5_year_lag1,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Poverty Rate_lag1,Labor Force_lag1,pct_change_total_homeless_per_10k,target_class
SC-503,kershaw county,2018,2.7993819659039616,3.5,133.2,247.12,2018,0.0,0.26,0.25,144000.0,780155.0,22795.0,39,1,0,0,0,32.56317057396472,10.223649390958569,22.33952118300615,172500.0,741.0,864.0,0.4664021093562734,32.1,0.29,0.29,4.2,49047.0,14.5,142044.0,4.32044597376448,1
SC-503,sumter county,2018,2.7993819659039616,4.0,136.33,197.79,2018,0.01,0.26,0.28,113700.0,780155.0,22795.0,39,1,0,0,0,173.2505897732566,54.39437423930519,118.8562155339514,124700.0,523.0,720.0,0.3985098216301648,5.5,0.25,0.18,3.5,51467.0,15.1,28269.0,-0.37640202022094993,0
TN-501,shelby county,2013,3.872934691579676,8.8,101.27,302.94,2013,0.02,0.0,0.0,123000.0,714058.0,31622.0,0,0,0,1,0,19.330150670860544,17.669631119839483,1.6605195510210595,135500.0,622.0,977.0,0.5389660465492042,13.8,0.0,0.4,8.8,44694.0,21.7,445583.0,-0.07699276887790207,0
TN-501,shelby county,2014,3.9153554778554778,7.6,105.49,315.57,2014,0.02,0.0,0.0,130700.0,713856.0,32293.0,0,0,0,1,0,17.841868847883955,16.552993546036816,1.2888753018471395,132700.0,632.0,971.0,0.5344756252407515,12.8,0.0,0.41,8.8,45226.0,21.8,440270.0,-0.08883985127721006,0
TN-501,shelby county,2015,3.8820744686804014,6.4,109.47,327.47,2015,0.03,0.0,0.0,135800.0,714824.0,31952.0,7,0,0,1,0,16.256799872930458,15.425304535167456,0.8314953377630004,131700.0,644.0,973.0,0.5332809441089695,11.9,0.0,0.42,7.6,43938.0,22.9,430546.0,0.09848493819142945,1
TN-501,shelby county,2016,3.853806167771224,5.4,114.01,341.05,2016,0.02,0.0,0.0,141200.0,713710.0,31651.0,7,0,0,1,0,17.857849803606452,16.563182442170636,1.2946673614358182,130800.0,645.0,953.0,0.5223601646312664,10.6,0.0,0.43,6.4,47083.0,20.1,430892.0,-0.1477463981338406,0
TN-501,shelby county,2017,3.786207089187453,4.4,121.17,362.47,2017,0.03,0.33,0.31,148600.0,716020.0,31708.0,41,0,0,1,0,15.219416816708486,14.376265394183962,0.8431514225245234,132200.0,659.0,954.0,0.5077094665988338,10.0,0.0,0.44,5.4,47690.0,20.8,434502.0,-0.13915269228555394,0
TN-501,shelby county,2018,3.6812352357340825,4.1,128.92,385.66,2018,0.03,0.34,0.32,157700.0,718373.0,31200.0,40,0,0,1,0,13.101593991647466,12.011575568198818,1.0900184234486472,135700.0,678.0,960.0,0.4965163016304877,9.8,0.31,0.44,4.4,49647.0,18.8,437734.0,0.07913360560770744,1
TN-502,knox county,2013,2.7993819659039616,6.3,136.28,413.76,2013,0.02,0.0,0.0,161800.0,780155.0,22795.0,0,0,1,0,0,22.33357773569459,19.11736261363585,3.2162151220587374,156800.0,599.0,846.0,0.4614962649844307,5.1,0.0,0.34,6.2,46196.0,16.1,230548.0,-0.14070361091580397,0
TN-502,knox county,2014,2.7993819659039616,5.5,140.46,426.48,2014,0.02,0.0,0.0,163100.0,780155.0,22795.0,0,0,1,0,0,19.191162703613557,17.385722309893815,1.8054403937197423,157400.0,613.0,862.0,0.4691818903891978,5.3,0.0,0.35,6.3,49165.0,16.5,227983.0,-0.09599247395900345,0
TN-502,knox county,2015,2.7993819659039616,4.6,143.99,437.17,2015,0.02,0.0,0.0,168900.0,780155.0,22795.0,24,0,1,0,0,17.348955517543935,15.22188051156154,2.127075005982398,158400.0,625.0,857.0,0.4612551883406672,5.3,0.0,0.35,5.5,46860.0,17.8,226266.0,-0.05476950797314928,0
TN-502,knox county,2016,2.7993819659039616,4.0,149.98,455.36,2016,0.02,0.0,0.0,174100.0,780155.0,22795.0,32,0,1,0,0,16.39876176,14.622960020344989,1.7758017416011154,160700.0,634.0,851.0,0.4453603499884872,5.6,0.0,0.36,4.6,52229.0,15.7,228904.0,0.07209833490052864,1
TN-502,knox county,2017,2.7993819659039616,3.2,157.72,478.88,2017,0.02,0.29,0.3,180200.0,780155.0,22795.0,27,0,1,0,0,17.58108517732646,14.67977309141298,2.901312086,164700.0,649.0,851.0,0.4373544552028435,5.3,0.0,0.36,4.0,52102.0,14.9,233831.0,-0.09171874713980122,0
TN-502,knox county,2018,2.7993819659039616,2.9,168.89,512.77,2018,0.02,0.29,0.3,191300.0,780155.0,22795.0,25,0,1,0,0,15.968570071503947,11.97105454889327,3.997515522610679,169400.0,668.0,872.0,0.43127694,5.5,0.3,0.36,3.2,55266.0,13.9,237653.0,0.06521426887787873,1
TX-500,bexar county,2013,3.667278736687477,5.9,147.71,397.46,2013,0.03,0.0,0.0,126500.0,1361500.0,49124.0,0,0,0,1,0,16.395156276649004,9.556505521,6.838650755662656,122600.0,671.0,905.0,0.4604628055283118,9.6,0.0,0.39,6.3,49874.0,19.2,838357.0,-0.049535036075743055,0
TX-500,bexar county,2014,3.573567449335265,4.7,156.55,421.25,2014,0.03,0.0,0.0,133500.0,1392586.0,49147.0,0,0,0,1,0,15.583021619017751,10.614990521945012,4.968031097072742,123700.0,693.0,914.0,0.4562846459146521,8.6,0.0,0.4,5.9,49769.0,17.3,852897.0,-0.022410041805435155,0
TX-500,bexar county,2015,3.485854806843499,3.8,167.51,450.74,2015,0.03,0.0,0.0,142100.0,1427340.0,49193.0,84,0,0,1,0,15.233805453080564,9.131852248422213,6.101953204658351,126100.0,714.0,928.0,0.4564280099411629,7.6,0.0,0.41,4.7,50760.0,18.4,865150.0,-0.05347430768259431,0
TX-500,bexar county,2016,3.3875184800339886,3.8,179.84,483.9,2016,0.03,0.0,0.0,150200.0,1452243.0,47866.0,75,0,0,1,0,14.41918825310575,8.523964576809009,5.895223676296742,129400.0,727.0,930.0,0.4534866526577943,7.2,0.0,0.42,3.8,52286.0,15.5,879163.0,-0.028720720861998505,0
TX-500,bexar county,2017,3.295501596416893,3.6,192.65,518.38,2017,0.03,0.27,0.27,160100.0,1480503.0,46862.0,23,0,0,1,0,14.005058772231692,8.378527687,5.6265310853078105,134400.0,751.0,949.0,0.4534189907191683,7.3,0.0,0.42,3.8,53210.0,16.2,905846.0,0.10229352313339501,1
TX-500,bexar county,2018,3.185311280174713,3.4,203.39,547.28,2018,0.03,0.3,0.27,169700.0,1507388.0,45796.0,27,0,0,1,0,15.43768557573353,8.625164837322746,6.812520738410784,142300.0,786.0,978.0,0.4608024024209486,7.7,0.27,0.41,3.6,54175.0,15.7,917323.0,-0.07145877053709748,0
TX-600,dallas county,2013,2.7416939551791235,6.6,129.38,416.12,2013,0.06,0.0,0.0,127200.0,1855787.0,56531.0,0,0,0,1,0,12.752330233343857,11.74036852339466,1.0119617099491962,129100.0,711.0,995.0,0.4633630735661319,10.4,0.0,0.47,7.1,47301.0,19.4,1220310.0,0.0940733893287049,1
TX-600,dallas county,2014,2.684697567615878,5.5,141.53,455.17,2014,0.06,0.0,0.0,135500.0,1890902.0,57490.0,0,0,0,1,0,13.951985160233429,12.991148390519005,0.9608367697144252,128300.0,728.0,993.0,0.4601814454251937,9.7,0.0,0.47,6.6,47810.0,19.6,1232512.0,-0.1183105829488752,0
TX-600,dallas county,2015,2.6165838086137967,4.3,154.81,497.88,2015,0.06,0.0,0.0,145800.0,1918341.0,57820.0,94,0,0,1,0,12.301317662632156,10.879675411267788,1.4216422513643652,129200.0,740.0,995.0,0.4607485850969139,8.7,0.0,0.48,5.5,50076.0,19.5,1249276.0,0.2028149218036066,1
TX-600,dallas county,2016,2.5305415070150485,4.0,169.93,546.52,2016,0.06,0.0,0.0,154300.0,1939901.0,56469.0,152,0,0,1,0,14.796208442460223,11.926287697321616,2.8699207451386104,132700.0,750.0,992.0,0.4593938096645176,7.8,0.0,0.49,4.3,51799.0,18.0,1263314.0,-0.02190740370553912,0
TX-600,dallas county,2017,2.426303980722765,4.0,186.01,598.24,2017,0.06,0.29,0.28,175000.0,1982027.0,55882.0,156,0,0,1,0,14.47206193079994,10.320272192404708,4.151789738395232,138600.0,783.0,1007.0,0.4527945226541973,7.4,0.0,0.49,4.0,54399.0,16.3,1299134.0,0.07953057780382178,1
TX-600,dallas county,2018,2.2997334184532288,3.8,198.29,637.74,2018,0.06,0.29,0.29,196300.0,2005015.0,54659.0,65,0,0,1,0,15.623033378169152,10.539197474232042,5.083835903937111,148300.0,826.0,1051.0,0.4523865742390762,6.8,0.28,0.5,4.0,56718.0,14.9,1317061.0,0.10213164889097781,1
TX-601,tarrant county,2013,2.5045629689718107,6.1,125.86,367.37,2013,0.05,0.0,0.0,138800.0,1429990.0,31323.0,0,0,0,1,0,12.503001505068424,11.03298333648088,1.4700181685875426,136300.0,690.0,1062.0,0.4696670003988507,12.1,0.0,0.38,6.5,56040.0,15.7,963879.0,-0.0029946754108864937,0
TX-601,tarrant county,2014,2.4764297201716645,5.1,135.8,396.41,2014,0.05,0.0,0.0,145200.0,1459359.0,31380.0,0,0,0,1,0,12.465559073898918,11.519718715302051,0.9458403585968664,136400.0,710.0,1056.0,0.4690780826906937,11.2,0.0,0.38,6.1,56895.0,15.3,979558.0,-0.22550714706458075,0
TX-601,tarrant county,2015,2.404828139502801,4.2,146.57,427.82,2015,0.05,0.0,0.0,153200.0,1493246.0,31755.0,80,0,0,1,0,9.654486410578976,8.559907752744266,1.0945786578347114,137700.0,727.0,1059.0,0.4676170308140568,10.2,0.0,0.39,5.1,58099.0,15.4,989579.0,-0.004717746544694368,0
TX-601,tarrant county,2016,2.3541790698941423,4.0,160.34,468.02,2016,0.05,0.0,0.0,168500.0,1523461.0,31712.0,63,0,0,1,0,9.608938990674668,7.511631873515027,2.0973071171596414,141000.0,743.0,1053.0,0.4616430706815928,9.2,0.0,0.39,4.2,60737.0,13.1,991895.0,-0.016783317938034115,0
TX-601,tarrant county,2017,2.286206777054891,3.8,177.3,517.54,2017,0.05,0.24,0.25,186200.0,1558258.0,31911.0,25,0,0,1,0,9.447669112547002,7.549373927645749,1.898295184901252,148100.0,774.0,1069.0,0.4554077031122939,8.4,0.0,0.4,4.0,61534.0,13.7,1011543.0,0.022960087329588763,1
TX-601,tarrant county,2018,2.1994269116675054,3.5,191.33,558.48,2018,0.06,0.25,0.25,210000.0,1584049.0,31496.0,17,0,0,1,0,9.66458842043214,6.412682242,3.2519061781900693,158200.0,815.0,1107.0,0.4511729485850466,8.5,0.25,0.39,3.8,65052.0,11.6,1028588.0,-0.001965661247632089,0
UT-500,salt lake county,2013,2.348286980499554,4.0,138.16,610.98,2013,0.04,0.0,0.0,229200.0,796751.0,11655.0,0,0,1,0,0,19.75510340171211,18.83819986829931,0.9169035334127984,237500.0,767.0,1129.0,0.4776982701834489,5.6,0.0,0.32,4.6,58856.0,13.1,546710.0,-0.0031286042782846524,0
UT-500,salt lake county,2014,2.318388742,3.5,148.1,654.95,2014,0.04,0.0,0.0,241500.0,805085.0,11746.0,0,0,1,0,0,19.693297500691557,18.68573344251664,1.0075640581749168,232100.0,791.0,1128.0,0.4813605756829118,5.9,0.0,0.33,4.0,61775.0,12.6,561750.0,-0.0021398976303480532,0
UT-500,salt lake county,2015,2.254866341715576,3.3,154.95,685.22,2015,0.04,0.0,0.0,256800.0,820226.0,11863.0,103,0,1,0,0,19.651155860036088,18.83837827391327,0.8127775861228161,231200.0,805.0,1126.0,0.4730093249108332,5.3,0.0,0.33,3.5,62672.0,11.7,570837.0,-0.14185496923899366,0
UT-500,salt lake county,2016,2.180540620801472,3.1,167.32,739.95,2016,0.04,0.0,0.0,273700.0,835114.0,11820.0,91,0,1,0,0,16.86354175,16.355227697943736,0.5083140560429623,234700.0,820.0,1116.0,0.4591835016835017,4.7,0.0,0.34,3.3,65694.0,10.4,582490.0,0.06887009791111809,1
UT-500,salt lake county,2017,2.0972113615117327,3.0,182.7,807.97,2017,0.04,0.23,0.23,301700.0,850415.0,11921.0,105,0,1,0,0,18.02493552145073,16.60724396358382,1.4176915578669114,243700.0,853.0,1131.0,0.4458028253581733,4.7,0.0,0.34,3.1,68665.0,9.1,599503.0,-0.1316960752518913,0
UT-500,salt lake county,2018,1.986774074416028,2.8,199.24,881.12,2018,0.04,0.23,0.23,336500.0,866480.0,11690.0,118,0,1,0,0,15.651122256607264,14.471215035488314,1.1799072211189512,260700.0,891.0,1165.0,0.4306169391275774,4.6,0.23,0.34,3.0,71471.0,9.1,617457.0,0.0152987820340722,1
VA-600,arlington county,2013,2.7993819659039616,3.4,227.29,1156.42,2013,0.09,0.0,0.0,598200.0,780155.0,22795.0,0,0,0,0,1,21.297786630859115,14.806185695357172,6.491600935501943,577300.0,1601.0,1881.0,0.3670470812788293,5.8,0.0,0.54,3.4,100474.0,8.8,143875.0,-0.39784442817047827,0
VA-600,arlington county,2014,2.7993819659039616,3.2,239.7,1219.54,2014,0.1,0.0,0.0,604600.0,780155.0,22795.0,0,0,0,0,1,12.824580887408114,10.576973927759267,2.2476069596488446,584600.0,1659.0,1918.0,0.373957529,5.8,0.0,0.55,3.4,102501.0,9.8,145169.0,-0.18677948552398527,0
VA-600,arlington county,2015,2.7993819659039616,2.8,245.57,1249.43,2015,0.11,0.0,0.0,655000.0,780155.0,22795.0,8,0,0,0,1,10.429212267197292,8.727374282173464,1.7018379850238257,594800.0,1725.0,1955.0,0.3862767620087747,5.6,0.0,0.55,3.2,109266.0,9.4,145098.0,-0.27477042920449346,0
VA-600,arlington county,2016,2.7993819659039616,2.6,252.16,1282.98,2016,0.1,0.0,0.0,678100.0,780155.0,22795.0,7,0,0,0,1,7.563573136274723,6.737665724842425,0.8259074114322974,607700.0,1754.0,1962.0,0.3832383457547859,5.5,0.0,0.56,2.8,106768.0,7.1,144902.0,0.30544265457976016,1
VA-600,arlington county,2017,2.7993819659039616,2.5,255.78,1301.36,2017,0.11,0.4,0.39,735100.0,780155.0,22795.0,25,0,0,0,1,9.873810993126636,8.469346498414657,1.4044644947119782,623300.0,1787.0,1993.0,0.3841320136713187,5.3,0.0,0.56,2.6,110388.0,8.1,146628.0,-0.05766471973657761,0
VA-600,arlington county,2018,2.7993819659039616,2.0,266.3,1354.89,2018,0.1,0.38,0.39,707000.0,780155.0,22795.0,12,0,0,0,1,9.304440449476049,7.830886532,1.4735539173378354,643300.0,1827.0,2037.0,0.3792022541164039,5.3,0.39,0.56,2.5,117237.0,5.2,151365.0,-0.024360265225980338,0
VA-601,fairfax county,2013,0.9254290314109224,4.3,192.29,751.11,2013,0.18,0.0,0.0,490900.0,875810.0,5695.0,0,0,1,0,0,11.93714166469188,11.017539640152654,0.9196020245392263,480200.0,1479.0,1986.0,0.4415438548721963,4.0,0.0,0.3,4.4,107096.0,5.8,623114.0,0.0,0
VA-601,fairfax county,2013,0.9254290314109224,4.3,192.29,751.11,2013,0.18,0.0,0.0,490900.0,875810.0,172.0,0,0,1,0,0,11.93714166469188,11.017539640152654,0.9196020245392263,476600.0,1540.0,1981.0,0.4387739044732112,4.0,0.0,0.31,4.3,111079.0,5.8,624643.0,0.0,0
VA-601,fairfax county,2013,0.027974104,4.3,192.29,751.11,2013,0.18,0.0,0.0,490900.0,875810.0,5695.0,0,0,1,0,0,11.93714166469188,11.017539640152654,0.9196020245392263,476600.0,1540.0,1981.0,0.4387739044732112,4.0,0.0,0.31,4.3,111079.0,5.8,624643.0,0.0,0
VA-601,fairfax county,2013,0.027974104,4.3,192.29,751.11,2013,0.18,0.0,0.0,490900.0,875810.0,172.0,0,0,1,0,0,11.93714166469188,11.017539640152654,0.9196020245392263,476600.0,1540.0,1981.0,0.4387739044732112,4.0,0.0,0.31,4.3,111079.0,5.8,624643.0,-0.09786854169723136,0
VA-601,fairfax county,2014,0.9220252672233868,4.1,203.32,794.19,2014,0.19,0.0,0.0,519300.0,884466.0,5935.0,0,0,1,0,0,10.768871017935226,10.188670620234223,0.580200398,476600.0,1540.0,1981.0,0.4387739044732112,4.0,0.0,0.31,4.3,111079.0,5.8,624643.0,0.0,0
VA-601,fairfax county,2014,0.029961581,4.1,203.32,794.19,2014,0.19,0.0,0.0,519300.0,884466.0,5935.0,0,0,1,0,0,10.768871017935226,10.188670620234223,0.580200398,486900.0,1587.0,1979.0,0.4350278406264542,3.4,0.0,0.32,4.1,110674.0,6.6,622116.0,-0.02118362036900634,0
VA-601,fairfax county,2015,0.9291591025396262,3.5,206.81,807.81,2015,0.19,0.0,0.0,544900.0,885209.0,5773.0,50,0,1,0,0,10.54074734248849,9.94542274174994,0.5953246007385528,486900.0,1587.0,1979.0,0.4350278406264542,3.4,0.0,0.32,4.1,110674.0,6.6,622116.0,0.0,0
VA-601,fairfax county,2015,0.025417726,3.5,206.81,807.81,2015,0.19,0.0,0.0,544900.0,885209.0,5773.0,50,0,1,0,0,10.54074734248849,9.94542274174994,0.5953246007385528,501200.0,1619.0,1972.0,0.4323790876505976,3.4,0.0,0.32,3.5,113208.0,6.1,616185.0,-0.11766492632729042,0
VA-601,fairfax county,2016,0.9184524837732534,3.2,210.11,820.73,2016,0.19,0.0,0.0,553200.0,885729.0,5830.0,38,0,1,0,0,9.300471083,8.650579808405025,0.6498912749461644,501200.0,1619.0,1972.0,0.4323790876505976,3.4,0.0,0.32,3.5,113208.0,6.1,616185.0,0.0,0
VA-601,fairfax county,2016,0.024838297,3.2,210.11,820.73,2016,0.19,0.0,0.0,553200.0,885729.0,5830.0,38,0,1,0,0,9.300471083,8.650579808405025,0.6498912749461644,516800.0,1659.0,1985.0,0.4317576382541579,3.4,0.0,0.33,3.2,115717.0,5.9,617693.0,-0.09746007256094202,0
VA-601,fairfax county,2017,0.9117639846538308,3.0,214.83,839.15,2017,0.19,0.23,0.22,567000.0,897162.0,5926.0,42,0,1,0,0,8.394046496399877,7.453634648255492,0.9404118481443844,516800.0,1659.0,1985.0,0.4317576382541579,3.4,0.0,0.33,3.2,115717.0,5.9,617693.0,0.0,0
VA-601,fairfax county,2017,0.023964457,3.0,214.83,839.15,2017,0.19,0.23,0.22,567000.0,897162.0,5926.0,42,0,1,0,0,8.394046496399877,7.453634648255492,0.9404118481443844,534800.0,1707.0,2023.0,0.4345045905599456,3.8,0.22,0.32,3.0,118279.0,6.8,629074.0,0.02175745672047502,1
VA-601,fairfax county,2018,0.899480671,2.5,220.05,859.53,2018,0.19,0.22,0.22,569000.0,898852.0,5811.0,49,0,1,0,0,8.576679599754952,7.829370131083294,0.7473094686716574,534800.0,1707.0,2023.0,0.4345045905599456,3.8,0.22,0.32,3.0,118279.0,6.8,629074.0,0.0,0
VA-601,fairfax county,2018,0.022250604,2.5,220.05,859.53,2018,0.19,0.22,0.22,569000.0,898852.0,5811.0,49,0,1,0,0,8.576679599754952,7.829370131083294,0.7473094686716574,550000.0,1732.0,2070.0,0.4399092790699518,3.8,0.22,0.32,2.5,122227.0,5.9,629542.0,0.05059794576650001,1
VA-602,loudoun county,2013,2.7993819659039616,4.3,162.83,567.07,2013,0.15,0.0,0.0,438300.0,780155.0,22795.0,0,0,1,0,0,4.747211013529552,3.5747070885011683,1.172503925028383,448700.0,1422.0,2405.0,0.4401602183194683,4.5,0.0,0.22,4.4,117876.0,4.1,185858.0,0.02699490428315654,1
VA-602,loudoun county,2014,2.7993819659039616,4.2,170.68,594.4,2014,0.17,0.0,0.0,474600.0,780155.0,22795.0,0,0,1,0,0,4.875361520451729,4.159206721,0.7161547996143782,437700.0,1469.0,2339.0,0.4314767544043185,3.6,0.0,0.22,4.3,116848.0,3.9,191165.0,-0.06079043342637058,0
VA-602,loudoun county,2015,2.7993819659039616,3.5,175.05,609.61,2015,0.17,0.0,0.0,477700.0,780155.0,22795.0,15,0,1,0,0,4.578986180513219,3.5407276860945243,1.038258494418695,443100.0,1478.0,2263.0,0.4311995272798897,3.1,0.0,0.23,4.2,122294.0,4.0,196697.0,-0.24175414197769463,0
VA-602,loudoun county,2016,2.7993819659039616,3.1,178.07,620.16,2016,0.18,0.0,0.0,482700.0,780155.0,22795.0,5,0,1,0,0,3.4719973053155244,2.979699179934965,0.4922981253805594,452300.0,1483.0,2211.0,0.4292865118786338,4.0,0.0,0.23,3.5,125003.0,4.0,200891.0,-0.1824229248152326,0
VA-602,loudoun county,2017,2.7993819659039616,3.0,183.09,637.63,2017,0.19,0.16,0.17,508800.0,780155.0,22795.0,4,0,1,0,0,2.8386254019292605,2.436696141,0.4019292604501608,462100.0,1522.0,2197.0,0.4398682666464776,4.4,0.0,0.23,3.1,134464.0,3.6,207602.0,0.16027889646441862,1
VA-602,loudoun county,2018,2.7993819659039616,2.5,190.99,665.14,2018,0.19,0.17,0.17,533500.0,780155.0,22795.0,26,0,1,0,0,3.293597148826349,2.703699152,0.5898979968047192,475500.0,1594.0,2241.0,0.4413669868215323,3.9,0.17,0.22,3.0,135842.0,2.8,216176.0,0.22611320600543272,1
VA-604,prince william county,2013,2.7993819659039616,5.1,163.09,530.62,2013,0.08,0.0,0.0,339800.0,780155.0,22795.0,0,0,1,0,0,10.191983218569018,7.524282913,2.667700305531488,330700.0,1267.0,1913.0,0.4789283991259188,5.4,0.0,0.27,5.2,93744.0,6.4,228525.0,-0.02124289190601969,0
VA-604,prince william county,2014,2.7993819659039616,4.8,173.92,565.84,2014,0.08,0.0,0.0,341000.0,780155.0,22795.0,0,0,1,0,0,9.975476020748989,7.7786296161795505,2.1968464045694405,321400.0,1298.0,1872.0,0.4956952566601689,4.7,0.0,0.28,5.1,95268.0,7.0,231198.0,-0.09234793903933258,0
VA-604,prince william county,2015,2.7993819659039616,4.1,178.59,581.05,2015,0.08,0.0,0.0,369600.0,780155.0,22795.0,32,0,1,0,0,9.054261369296537,7.061881116884095,1.9923802524124403,323400.0,1333.0,1846.0,0.498156925,4.0,0.0,0.28,4.8,92104.0,7.4,232639.0,-0.029500825782925566,0
VA-604,prince william county,2016,2.7993819659039616,3.6,183.88,598.25,2016,0.09,0.0,0.0,366000.0,780155.0,22795.0,35,0,1,0,0,8.787153182047847,6.853979482,1.9331737000505265,333100.0,1363.0,1832.0,0.5036107554417414,3.7,0.0,0.29,4.1,99766.0,6.8,232296.0,-0.016873891793712348,0
VA-604,prince william county,2017,2.7993819659039616,3.4,192.85,627.44,2017,0.08,0.17,0.18,378800.0,780155.0,22795.0,25,0,1,0,0,8.638879710079197,6.133604594,2.505275115922967,345900.0,1391.0,1826.0,0.5088419994976137,4.0,0.0,0.29,3.6,97986.0,8.1,235285.0,-0.07496510765772602,0
VA-604,prince william county,2018,2.7993819659039616,2.8,200.0,650.71,2018,0.08,0.18,0.18,394800.0,780155.0,22795.0,19,0,1,0,0,7.991265162570965,5.576791998478668,2.414473164092297,358300.0,1424.0,1843.0,0.4988268418582825,5.1,0.18,0.28,3.4,100845.0,6.1,241599.0,-0.25503616178910826,0
WA-500,king county,2013,2.088778244112808,4.4,142.86,1020.39,2013,0.15,0.0,0.0,376200.0,1644502.0,29979.0,0,0,0,1,0,44.54011814430196,31.15753926852663,13.382578875775332,388700.0,976.0,1445.0,0.455290436,4.4,0.0,0.41,6.3,69047.0,11.9,1127689.0,-0.034023193968776955,0
WA-500,king county,2014,2.049168108706982,4.5,158.03,1128.77,2014,0.16,0.0,0.0,402700.0,1677022.0,30267.0,0,0,0,1,0,43.02472106528613,29.870666217300563,13.15405484798557,377300.0,1000.0,1449.0,0.4574427515030896,4.3,0.0,0.42,4.4,71834.0,12.4,1137057.0,0.11122440011613732,1
WA-500,king county,2015,1.973238625657528,4.1,170.85,1220.35,2015,0.16,0.0,0.0,438100.0,1714187.0,29999.0,1105,0,0,1,0,47.81011985593671,29.84708035661569,17.963039499321013,376200.0,1038.0,1454.0,0.4562574105502987,3.9,0.0,0.43,4.5,75834.0,11.2,1164823.0,0.04387257929297106,1
WA-500,king county,2016,1.8850733878273689,3.8,193.63,1383.06,2016,0.17,0.0,0.0,491300.0,1741842.0,29341.0,1154,0,0,1,0,49.90767313032275,28.953892379893677,20.953780750429075,384300.0,1084.0,1472.0,0.4503393798045378,3.4,0.0,0.43,4.1,81916.0,9.7,1185074.0,0.06591225979640702,1
WA-500,king county,2017,1.7879721104485655,3.6,218.23,1558.77,2017,0.17,0.29,0.3,563600.0,1777153.0,28950.0,1794,0,0,1,0,53.19720064752274,28.136078466670533,25.061122180852205,407400.0,1149.0,1514.0,0.4434566345190803,3.0,0.0,0.43,3.8,86095.0,9.3,1213173.0,0.019545610328100427,1
WA-500,king county,2018,1.6758516315630398,3.3,238.22,1701.55,2018,0.18,0.29,0.29,635200.0,1813108.0,28416.0,1953,0,0,1,0,54.23697240192499,25.936306485464787,28.300665916460197,446600.0,1241.0,1593.0,0.4435828899131917,2.9,0.3,0.43,3.6,89675.0,9.3,1231166.0,-0.08343210969248349,0
WA-502,spokane county,2013,2.7993819659039616,8.0,140.78,493.61,2013,0.02,0.0,0.0,179300.0,780155.0,22795.0,0,0,0,0,1,21.485279454649373,20.233709777679508,1.2515696769698663,190300.0,641.0,908.0,0.5056817333393062,6.4,0.0,0.36,8.3,47624.0,15.9,229378.0,0.10420170058370926,1
WA-502,spokane county,2014,2.7993819659039616,6.8,146.38,513.24,2014,0.02,0.0,0.0,182700.0,780155.0,22795.0,0,0,0,0,1,23.724082111340067,20.5237054992794,3.200376612060671,184700.0,650.0,902.0,0.512835266,6.3,0.0,0.36,8.0,47576.0,17.1,227147.0,-0.11223446875305143,0
WA-502,spokane county,2015,2.7993819659039616,6.3,153.89,539.57,2015,0.02,0.0,0.0,194400.0,780155.0,22795.0,56,0,0,0,1,21.061422358920044,18.372730142887697,2.688692216032346,182000.0,668.0,906.0,0.5085285521092353,5.8,0.0,0.37,6.8,50249.0,16.4,225104.0,-0.06670679233268173,0
WA-502,spokane county,2016,2.7993819659039616,6.0,165.41,579.96,2016,0.02,0.0,0.0,201300.0,780155.0,22795.0,77,0,0,0,1,19.656482431392664,16.21008591946653,3.446396511926135,183300.0,674.0,902.0,0.5044689165186501,5.6,0.0,0.37,6.3,48525.0,15.5,227863.0,0.09556900781671196,1
WA-502,spokane county,2017,2.7993819659039616,5.3,180.66,633.43,2017,0.02,0.29,0.29,222200.0,780155.0,22795.0,63,0,0,0,1,21.53503295452749,18.80857924101851,2.726453713508985,186500.0,697.0,914.0,0.4996382457702582,4.9,0.0,0.38,6.0,53043.0,13.2,234673.0,0.12338305138879346,1
WA-502,spokane county,2018,4.14008248,5.2,201.38,706.11,2018,0.02,0.29,0.29,243400.0,404219.0,13809.0,63,0,0,0,1,24.192091032215316,18.16835752,6.023733510029516,195500.0,722.0,942.0,0.4959642725447618,4.1,0.29,0.38,5.3,53360.0,14.1,240744.0,0.034980866238261354,1
