CoC Number,County,Year,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Hispanic/Latino,Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Black or African American,Overall Homeless - Asian,Overall Homeless - American Indian or Alaska Native,CoC Number Original,CoC Name,CoC Category,State,Median_House_Values_1_year,Percentage_of_Households_with_Cost_Burden_1_year,Median_Rent_1_year,Median_Gross_Rent_1_year,Share_of_Renter_Occupied_Units_1_year,Rental_Vacancy_Rates_1_year,Total_Housing_Units_1_year,Share_of_Overcrowded_Housing_Units_1_year,Share_of_Single_Person_Households_1_year,Median_Rental_Utility_Cost_1_year,Median_House_Values_5_year,Percentage_of_Households_with_Cost_Burden_5_year,Median_Rent_5_year,Median_Gross_Rent_5_year,Share_of_Renter_Occupied_Units_5_year,Rental_Vacancy_Rates_5_year,Total_Housing_Units_5_year,Share_of_Overcrowded_Housing_Units_5_year,Share_of_Single_Person_Households_5_year,Median_Rental_Utility_Cost_5_year,Geography,FIPS code,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,LAUS Code,State FIPS,County FIPS,Labor Force,Employed,Unemployed,Unemployment Rate,Total Population,Share of Single-Adult Households,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Total Two or more races,Estimate Total  10 to 14 years,Estimate Total  15 to 17 years,Estimate Total  18 and 19 years,Estimate Total  20 years,Estimate Total  21 years,Estimate Total  22 to 24 years,Estimate Total  25 to 29 years,Estimate Total  30 to 34 years,Estimate Total  35 to 39 years,Estimate Total  40 to 44 years,Estimate Total  45 to 49 years,Estimate Total  5 to 9 years,Estimate Total  50 to 54 years,Estimate Total  55 to 59 years,Estimate Total  60 and 61 years,Estimate Total  62 to 64 years,Estimate Total  65 and 66 years,Estimate Total  67 to 69 years,Estimate Total  70 to 74 years,Estimate Total  75 to 79 years,Estimate Total  80 to 84 years,Estimate Total  85 years and over,Estimate Total  Under 5 years,Proportion of Females,Estimate Gini Index,Median Household Income,Gini Index,Poverty Rate,JanuaryPrecipitation,YearlyPrecipitation,SummerTemperature,JanuaryTemperature,Share of Families Receiving Cash Assistance,Percentage of Homes Built before 1940,HUD_Assisted_Total_Units,Total Housing Units,Share of HUD-Assisted Units,HUD_Subsidized_Total_Units,pct_occupied,number_reported,pct_reported,Disabled workers,Total,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,With a Disability Estimate Population Age 16 and Over,Aged,Blind and disabled,SSI Participation Rate (Percent),SSDI Participation Rate (Percent),total_homeless_per_10k,total_sheltered_homeless_per_10k,unsheltered_homeless_per_10k,pct_change_total_homeless_per_10k,total_homeless_per_10k_lag1,total_sheltered_homeless_per_10k_lag1,unsheltered_homeless_per_10k_lag1,Overall Homeless_lag1,Sheltered Total Homeless_lag1,Unsheltered Homeless_lag1,Median_House_Values_5_year_lag1,Median_Rent_5_year_lag1,Median_Gross_Rent_5_year_lag1,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Poverty Rate_lag1,Labor Force_lag1
TX-500,bexar county,2013,2980,1737,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['TX-500'],['San Antonio/Bexar County CoC'],Major City CoC,texas,126500.0,0.4553527045957793,713.0,897.0,0.43,64.0,674366.0,0.013199735,0.0,184.0,123700,0.4562846459146521,693,914.0,0.4,8.6,666362,0.012237514,0.0,221.0,0500000US48029,48029.0,2.38,397.46,195.41,147.71,CN4802900000000,48.0,29.0,852897.0,802913.0,49984.0,5.9,1817610.0,0.092961636,0.79,0.07,0.01,0.03,0.0,0.07,0.03,0.073536677,0.04343396,0.030530752,0.016641084,0.016797883,0.04511914,0.079169349,0.074486826,0.064220047,0.068335341,0.063101545,0.073744643,0.06375295,0.054621178,0.021052921,0.028646959,0.018862682,0.019512987,0.024774842,0.019880502,0.01386381,0.013380208,0.072533712,0.51,0.4599,49769.0,0.4599,17.3,0.17,30.17,83.8,68.5,0.2583337543819127,0.049928377,52500.0,666362.0,0.078786005,26250.0,97.0,21631.0,88.0,49930.0,273000.0,1361500.0,221120.0,6938.0,49124.0,4.117664340800588,3.667278736687477,15.583021619017751,10.614990521945012,4.968031097072742,-0.049535036075743055,16.395156276649004,9.556505521,6.838650755662656,3670.0,2043.0,1627.0,122600.0,671.0,905.0,0.4604628055283118,9.6,0.0,0.39,6.3,49874.0,19.2,838357.0
TX-500,bexar county,2014,2892,1970,922,649,195,2048,0,0,0,0,0,0,0,0,0,0,0,0,['TX-500'],['San Antonio/Bexar County CoC'],Major City CoC,texas,133500.0,0.4750830690800953,741.0,932.0,0.42,70.0,678225.0,0.009360906,0.0,191.0,126100,0.4564280099411629,714,928.0,0.41,7.6,671214,0.012212819,0.0,214.0,0500000US48029,48029.0,5.98,421.25,207.11,156.55,CN4802900000000,48.0,29.0,865150.0,824137.0,41013.0,4.7,1855866.0,0.091013037,0.8,0.08,0.01,0.03,0.0,0.06,0.03,0.070124675,0.042870013,0.02952961,0.014363645,0.016708103,0.046647226,0.080095222,0.075942983,0.068045322,0.064640443,0.061596581,0.076309928,0.063181825,0.056730928,0.019264322,0.028576955,0.017026553,0.021706847,0.026675956,0.018929168,0.014743521,0.013856604,0.07243357,0.51,0.4703,50760.0,0.4703,18.4,2.98,23.26,84.3,69.0,0.2457097498273348,0.049439345,52288.0,671214.0,0.07790064,26144.0,92.0,24510.0,100.0,49765.0,279260.0,1392586.0,229010.0,6837.0,49147.0,4.020146691119974,3.573567449335265,15.233805453080564,9.131852248422213,6.101953204658351,-0.022410041805435155,15.583021619017751,10.614990521945012,4.968031097072742,2980.0,1737.0,1243.0,123700.0,693.0,914.0,0.4562846459146521,8.6,0.0,0.4,5.9,49769.0,17.3,852897.0
TX-500,bexar county,2015,2891,1733,1158,546,179,2166,1063,1822,1273,2069,0,0,0,19,84,660,10,49,['TX-500'],['San Antonio/Bexar County CoC'],Major City CoC,texas,142100.0,0.4367304214026535,771.0,948.0,0.43,66.0,684166.0,0.011664441,0.0,177.0,129400,0.4534866526577943,727,930.0,0.42,7.2,675208,0.011819059,0.0,203.0,0500000US48029,48029.0,7.0,450.74,221.61,167.51,CN4802900000000,48.0,29.0,879163.0,845395.0,33768.0,3.8,1897753.0,0.089913176,0.81,0.08,0.01,0.03,0.0,0.05,0.03,0.07165158,0.042947633,0.029490666,0.015135795,0.015683284,0.045971209,0.080788701,0.076462005,0.068569514,0.064351894,0.060878839,0.074176671,0.062353742,0.057602333,0.020833586,0.02651188,0.01810615,0.021887464,0.027390814,0.019855587,0.014576186,0.013103918,0.071670549,0.51,0.4656,52286.0,0.4656,15.5,1.48,27.69,83.7,69.8,0.2575049005548827,0.051961074,52394.0,675208.0,0.077596829,26331.0,95.0,25667.0,100.0,49755.0,286170.0,1427340.0,240028.0,6813.0,49193.0,3.9238023175977697,3.485854806843499,14.41918825310575,8.523964576809009,5.895223676296742,-0.05347430768259431,15.233805453080564,9.131852248422213,6.101953204658351,2892.0,1970.0,922.0,126100.0,714.0,928.0,0.4564280099411629,7.6,0.0,0.41,4.7,50760.0,18.4,865150.0
TX-500,bexar county,2016,2781,1644,1137,488,163,2130,1000,1763,1199,1983,0,0,0,13,75,659,17,34,['TX-500'],['San Antonio/Bexar County CoC'],Major City CoC,texas,150200.0,0.457368961,795.0,971.0,0.42,83.0,687690.0,0.008648104,0.0,176.0,134400,0.4534189907191683,751,949.0,0.42,7.3,679299,0.011536592,0.0,198.0,0500000US48029,48029.0,7.36,483.9,237.91,179.84,CN4802900000000,48.0,29.0,905846.0,871855.0,33991.0,3.8,1928680.0,0.088665823,0.79,0.08,0.01,0.03,0.0,0.07,0.03,0.073503121,0.042988987,0.029393679,0.016102723,0.014918493,0.04458075,0.081138395,0.076655536,0.070392704,0.062535517,0.061463799,0.070451812,0.060493706,0.056374308,0.01998569,0.028852894,0.017417094,0.023351204,0.028474915,0.020254786,0.014990563,0.013019786,0.072659539,0.51,0.4595,53210.0,0.4595,16.2,2.05,38.51,83.9,71.2,0.2523641912077517,0.046695459,52328.0,679299.0,0.077032352,14491.0,94.0,13327.5,100.0,49195.0,291870.0,1452243.0,245857.0,6659.0,47866.0,3.754536947329062,3.3875184800339886,14.005058772231692,8.378527687,5.6265310853078105,-0.028720720861998505,14.41918825310575,8.523964576809009,5.895223676296742,2891.0,1733.0,1158.0,129400.0,727.0,930.0,0.4534866526577943,7.2,0.0,0.42,3.8,52286.0,15.5,879163.0
TX-500,bexar county,2017,2743,1641,1102,511,161,2071,1039,1691,1214,1912,0,0,0,7,23,719,15,67,['TX-500'],['San Antonio/Bexar County CoC'],Major City CoC,texas,160100.0,0.4807109465330408,807.0,984.0,0.41,93.0,693762.0,0.0127419,0.27,177.0,142300,0.4608024024209486,786,978.0,0.41,7.7,683786,0.010949388,0.27,192.0,0500000US48029,48029.0,7.12,518.38,254.86,192.65,CN4802900000000,48.0,29.0,917323.0,884586.0,32737.0,3.6,1958578.0,0.087782054,0.79,0.08,0.0,0.03,0.0,0.07,0.03,0.070765627,0.042811673,0.029499463,0.016036124,0.016402717,0.042038152,0.081579595,0.077083986,0.068771833,0.06544493,0.062444284,0.072298372,0.058670117,0.05646852,0.019592786,0.029716458,0.016082586,0.022870164,0.031570864,0.018504241,0.0142195,0.015051226,0.072076782,0.51,0.4702,54175.0,0.4702,15.7,0.34,45.74,84.2,70.4,0.2629803482142016,0.051777122,53662.0,683786.0,0.078477769,26831.0,92.0,24885.0,100.0,48790.0,297890.0,1480503.0,260170.0,6611.0,46862.0,3.611813012199233,3.295501596416893,15.43768557573353,8.625164837322746,6.812520738410784,0.10229352313339501,14.005058772231692,8.378527687,5.6265310853078105,2781.0,1644.0,1137.0,134400.0,751.0,949.0,0.4534189907191683,7.3,0.0,0.42,3.8,53210.0,16.2,905846.0
TX-500,bexar county,2018,3066,1713,1353,522,201,2343,1082,1980,1386,2227,0,0,0,10,27,751,17,34,['TX-500'],['San Antonio/Bexar County CoC'],Major City CoC,texas,169700.0,0.4618671634729122,848.0,1024.0,0.42,73.0,700241.0,0.013596857,0.3,176.0,152400,0.4615818623556369,819,1013.0,0.41,7.9,688615,0.010944174,0.27,194.0,0500000US48029,48029.0,5.57,547.28,269.07,203.39,CN4802900000000,48.0,29.0,929226.0,897864.0,31362.0,3.4,1986049.0,0.097832934,0.81,0.08,0.01,0.03,0.0,0.04,0.03,0.076130549,0.042252734,0.029934307,0.015562053,0.015592264,0.042442558,0.081464757,0.077980453,0.070830075,0.06422198,0.062429477,0.065978735,0.056891346,0.055048994,0.021904293,0.028707247,0.015825894,0.025113177,0.031618052,0.021456671,0.014091294,0.01296544,0.07155765,0.51,0.4792,54149.0,0.4792,17.3,1.67,26.06,85.9,70.0,0.253709437,0.046673931,53608.0,688615.0,0.077849016,26804.0,92.0,25316.0,100.0,48015.0,304225.0,1507388.0,255667.0,6450.0,45796.0,3.465995483578216,3.185311280174713,14.334527544553328,8.410055331675613,5.924472212877716,-0.07145877053709748,15.43768557573353,8.625164837322746,6.812520738410784,2743.0,1641.0,1102.0,142300.0,786.0,978.0,0.4608024024209486,7.7,0.27,0.41,3.6,54175.0,15.7,917323.0
TX-600,dallas county,2013,3163,2912,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['TX-600'],"['Dallas City & County, Irving CoC']",Major City CoC,texas,127200.0,0.4597305513717301,737.0,953.0,0.49,72.0,961248.0,0.017960256,0.0,216.0,128300,0.4601814454251937,728,993.0,0.47,9.7,949311,0.017396532,0.0,265.0,0500000US48113,48113.0,5.28,416.12,178.04,129.38,CN4811300000000,48.0,113.0,1232512.0,1150663.0,81849.0,6.6,2480331.0,0.100684546,0.59,0.22,0.0,0.06,0.0,0.1,0.03,0.071449738,0.041815387,0.026325115,0.013503843,0.013040195,0.045477801,0.080902509,0.079467619,0.073002756,0.069560474,0.065617049,0.079311995,0.065527948,0.057160919,0.01995903,0.025099473,0.016241381,0.015846675,0.023183599,0.01663407,0.011739965,0.010933218,0.07819924,0.51,0.5115,47810.0,0.5115,19.6,0.32,30.7,84.1,65.2,0.1977103445406125,0.040755351,72860.0,949311.0,0.076750401,36430.0,94.0,33057.0,97.0,50880.0,298625.0,1855787.0,218318.0,7908.0,56531.0,3.472327373777271,2.7416939551791235,13.951985160233429,12.991148390519005,0.9608367697144252,0.0940733893287049,12.752330233343857,11.74036852339466,1.0119617099491962,3447.0,3242.0,205.0,129100.0,711.0,995.0,0.4633630735661319,10.4,0.0,0.47,7.1,47301.0,19.4,1220310.0
TX-600,dallas county,2014,3514,3272,242,1058,224,2232,0,0,0,0,0,0,0,0,0,0,0,0,['TX-600'],"['Dallas City & County, Irving CoC']",Major City CoC,texas,135500.0,0.4678852197718083,758.0,983.0,0.5,73.0,974522.0,0.018675257,0.0,225.0,129200,0.4607485850969139,740,995.0,0.48,8.7,956183,0.018154359,0.0,255.0,0500000US48113,48113.0,9.39,455.17,194.75,141.53,CN4811300000000,48.0,113.0,1249276.0,1180636.0,68640.0,5.5,2518638.0,0.099505368,0.62,0.22,0.0,0.06,0.0,0.07,0.03,0.072950539,0.041322731,0.02571231,0.013522785,0.014198547,0.044724172,0.081304658,0.07938894,0.070807714,0.070622694,0.064573392,0.077281451,0.065555669,0.056503952,0.020862863,0.026752951,0.014794901,0.018087951,0.024462428,0.01648788,0.011603891,0.011401003,0.077076579,0.51,0.5069,50076.0,0.5069,19.5,3.96,30.09,82.5,65.1,0.1976847866718336,0.04117198,72961.0,956183.0,0.076304431,36525.0,89.0,32897.0,100.0,50765.0,303195.0,1890902.0,225189.0,8056.0,57490.0,3.466387998954996,2.684697567615878,12.301317662632156,10.879675411267788,1.4216422513643652,-0.1183105829488752,13.951985160233429,12.991148390519005,0.9608367697144252,3163.0,2912.0,251.0,128300.0,728.0,993.0,0.4601814454251937,9.7,0.0,0.47,6.6,47810.0,19.6,1232512.0
TX-600,dallas county,2015,3141,2778,363,572,246,2323,1336,1784,374,1096,0,0,0,10,94,1875,32,34,['TX-600'],"['Dallas City & County, Irving CoC']",Major City CoC,texas,145800.0,0.4552162219548446,799.0,1022.0,0.5,67.0,985429.0,0.020663905,0.0,223.0,132700,0.4593938096645176,750,992.0,0.49,7.8,964713,0.018233726,0.0,242.0,0500000US48113,48113.0,9.38,497.88,213.03,154.81,CN4811300000000,48.0,113.0,1263314.0,1208806.0,54508.0,4.3,2553385.0,0.099878005,0.62,0.22,0.0,0.06,0.0,0.06,0.02,0.071279498,0.041414436,0.025344396,0.013017622,0.013307433,0.045823094,0.081984503,0.078454287,0.073425668,0.066876323,0.064731719,0.077875839,0.064564882,0.058071932,0.020793182,0.02752738,0.015374885,0.02062987,0.023266762,0.016769112,0.011115049,0.011635926,0.076716202,0.51,0.5065,51799.0,0.5065,18.0,1.17,28.01,84.4,66.6,0.1946314862484758,0.035928514,72289.0,964713.0,0.074933167,36189.0,91.0,33258.0,100.0,50195.0,309025.0,1918341.0,224350.0,8081.0,57820.0,3.4353120743392336,2.6165838086137967,14.796208442460223,11.926287697321616,2.8699207451386104,0.2028149218036066,12.301317662632156,10.879675411267788,1.4216422513643652,3514.0,3272.0,242.0,129200.0,740.0,995.0,0.4607485850969139,8.7,0.0,0.48,5.5,50076.0,19.5,1249276.0
TX-600,dallas county,2016,3810,3071,739,755,208,2847,1912,1890,503,1263,0,0,0,26,152,2294,41,34,['TX-600'],"['Dallas City & County, Irving CoC']",Major City CoC,texas,154300.0,0.4304358590191784,844.0,1027.0,0.51,66.0,1003060.0,0.024397998,0.0,183.0,138600,0.4527945226541973,783,1007.0,0.49,7.4,975540,0.019408815,0.0,224.0,0500000US48113,48113.0,9.77,546.52,233.84,169.93,CN4811300000000,48.0,113.0,1299134.0,1246814.0,52320.0,4.0,2574984.0,0.1020802459355087,0.62,0.23,0.0,0.06,0.0,0.06,0.03,0.070739857,0.042350943,0.025240934,0.013389598,0.013335228,0.044761443,0.083358965,0.078112718,0.072095982,0.066304101,0.064800791,0.077687085,0.062860973,0.058286187,0.022806355,0.026592398,0.015958546,0.020734109,0.024524036,0.016657579,0.011530169,0.011718908,0.076153095,0.51,0.4957,54399.0,0.4957,16.3,3.05,64.0,84.1,68.1,0.1908506350064401,0.035324906,70965.0,975540.0,0.072744326,14491.0,94.0,13327.5,100.0,49090.0,313220.0,1939901.0,220559.0,8028.0,56469.0,3.324757294315535,2.5305415070150485,14.47206193079994,10.320272192404708,4.151789738395232,-0.02190740370553912,14.796208442460223,11.926287697321616,2.8699207451386104,3141.0,2778.0,363.0,132700.0,750.0,992.0,0.4593938096645176,7.8,0.0,0.49,4.3,51799.0,18.0,1263314.0
TX-600,dallas county,2017,3789,2702,1087,569,239,2981,1307,2477,496,1263,0,0,0,10,156,2291,40,29,['TX-600'],"['Dallas City & County, Irving CoC']",Major City CoC,texas,175000.0,0.4449182153815719,895.0,1091.0,0.5,63.0,1013049.0,0.022233871,0.29,196.0,148300,0.4523865742390762,826,1051.0,0.5,6.8,985738,0.020154958,0.28,225.0,0500000US48113,48113.0,9.46,598.24,255.97,186.01,CN4811300000000,48.0,113.0,1317061.0,1264990.0,52071.0,4.0,2618148.0,0.1017948565168966,0.62,0.23,0.0,0.06,0.0,0.06,0.03,0.076095011,0.042556418,0.025421787,0.014206989,0.013063433,0.04287038,0.084524251,0.078575772,0.06976038,0.068142061,0.064638439,0.070302366,0.06129982,0.058796523,0.021895248,0.027639767,0.016171355,0.022359317,0.025525295,0.017804952,0.011479871,0.011538309,0.075332258,0.51,0.4931,56718.0,0.4931,14.9,0.55,42.75,82.6,67.5,0.1881185993086716,0.036220361,69439.0,985738.0,0.070443668,34720.0,88.0,30842.0,100.0,48090.0,317775.0,1982027.0,228007.0,8033.0,55882.0,3.2247290274047726,2.426303980722765,15.623033378169152,10.539197474232042,5.083835903937111,0.07953057780382178,14.47206193079994,10.320272192404708,4.151789738395232,3810.0,3071.0,739.0,138600.0,783.0,1007.0,0.4527945226541973,7.4,0.0,0.49,4.0,54399.0,16.3,1299134.0
TX-600,dallas county,2018,4121,2780,1341,643,268,3210,1446,2666,605,1425,0,0,0,16,65,2522,48,45,['TX-600'],"['Dallas City & County, Irving CoC']",Major City CoC,texas,196300.0,0.4491179610828926,968.0,1154.0,0.51,81.0,1027930.0,0.016808578,0.29,186.0,161500,0.448347044,882,1101.0,0.5,7.0,998874,0.020369006,0.29,219.0,0500000US48113,48113.0,6.6,637.74,272.87,198.29,CN4811300000000,48.0,113.0,1326864.0,1276103.0,50761.0,3.8,2637772.0,0.1045613495025347,0.61,0.23,0.0,0.06,0.0,0.07,0.02,0.073025265,0.042098028,0.025818001,0.01203819,0.012821427,0.04485073,0.086300484,0.078852152,0.071437941,0.066081905,0.063944875,0.071683224,0.059971446,0.057007581,0.023194575,0.028870577,0.017220215,0.020916895,0.027516404,0.018628979,0.011160934,0.011913084,0.074647089,0.51,0.4931,59839.0,0.4931,14.1,1.88,34.74,86.4,66.7,0.1960100903441659,0.037401379,68180.0,998874.0,0.068256857,34090.0,88.0,30407.0,100.0,46110.0,320950.0,2005015.0,220297.0,7975.0,54659.0,3.123866903738875,2.2997334184532288,17.21863953776035,11.709281977419224,5.509357560341125,0.10213164889097781,15.623033378169152,10.539197474232042,5.083835903937111,3789.0,2702.0,1087.0,148300.0,826.0,1051.0,0.4523865742390762,6.8,0.28,0.5,4.0,56718.0,14.9,1317061.0
TX-601,tarrant county,2013,2390,2109,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['TX-601'],"['Fort Worth, Arlington/Tarrant County CoC']",Major City CoC,texas,138800.0,0.444453138,726.0,1007.0,0.4,88.0,730669.0,0.010723005,0.0,281.0,136400,0.4690780826906937,710,1056.0,0.38,11.2,720235,0.010399614,0.0,346.0,0500000US48439,48439.0,3.63,367.37,162.25,125.86,CN4843900000000,48.0,439.0,979558.0,919846.0,59712.0,6.1,1911541.0,0.089855253,0.69,0.15,0.0,0.05,0.0,0.07,0.03,0.076434667,0.043740103,0.026286645,0.014305212,0.012825255,0.04178252,0.073665697,0.074037648,0.066902044,0.073053625,0.069001397,0.079028386,0.069251457,0.06162515,0.020270557,0.024653931,0.016862312,0.019211202,0.022998722,0.017176194,0.011323325,0.011624129,0.073939821,0.51,0.4675,56895.0,0.4675,15.3,0.17,28.4,83.8,64.8,0.1971105119437767,0.029997167,33652.0,720235.0,0.046723639,16826.0,94.0,15737.0,97.0,35815.0,238805.0,1429990.0,185201.0,4624.0,31323.0,2.5137938027538653,2.5045629689718107,12.465559073898918,11.519718715302051,0.9458403585968664,-0.0029946754108864937,12.503001505068424,11.03298333648088,1.4700181685875426,2123.0,1987.0,136.0,136300.0,690.0,1062.0,0.4696670003988507,12.1,0.0,0.38,6.5,56040.0,15.7,963879.0
TX-601,tarrant county,2014,2425,2241,184,694,156,1575,0,0,0,0,0,0,0,0,0,0,0,0,['TX-601'],"['Fort Worth, Arlington/Tarrant County CoC']",Major City CoC,texas,145200.0,0.4696409743782447,756.0,1054.0,0.4,76.0,739400.0,0.011193477,0.0,298.0,137700,0.4676170308140568,727,1059.0,0.39,10.2,726578,0.010788747,0.0,332.0,0500000US48439,48439.0,7.9,396.41,175.08,135.8,CN4843900000000,48.0,439.0,989579.0,939109.0,50470.0,5.1,1945360.0,0.090233684,0.7,0.16,0.0,0.05,0.0,0.05,0.03,0.077264876,0.043710162,0.025898548,0.013565098,0.014260086,0.04079502,0.074100424,0.07389532,0.068680861,0.069918164,0.067529403,0.076817144,0.069472488,0.062848008,0.019951577,0.02601575,0.016275651,0.020529876,0.024751203,0.018076346,0.012261484,0.010296295,0.073086215,0.51,0.4664,58099.0,0.4664,15.4,3.58,28.39,82.8,65.1,0.2062729807868877,0.033919394,34852.0,726578.0,0.047967321,17426.0,92.0,16347.0,100.0,36140.0,245855.0,1459359.0,179503.0,4610.0,31380.0,2.466151234891483,2.4764297201716645,9.654486410578976,8.559907752744266,1.0945786578347114,-0.22550714706458075,12.465559073898918,11.519718715302051,0.9458403585968664,2390.0,2109.0,281.0,136400.0,710.0,1056.0,0.4690780826906937,11.2,0.0,0.38,6.1,56895.0,15.3,979558.0
TX-601,tarrant county,2015,1914,1697,217,381,83,1450,730,1183,265,864,0,0,0,8,80,923,26,13,['TX-601'],"['Fort Worth, Arlington/Tarrant County CoC']",Major City CoC,texas,153200.0,0.4581052278135447,804.0,1075.0,0.4,85.0,747681.0,0.009916215,0.0,271.0,141000,0.4616430706815928,743,1053.0,0.39,9.2,732985,0.011117098,0.0,310.0,0500000US48439,48439.0,7.92,427.82,188.95,146.57,CN4843900000000,48.0,439.0,991895.0,950296.0,41599.0,4.2,1982498.0,0.086461121,0.7,0.16,0.0,0.05,0.0,0.06,0.03,0.075774604,0.044345064,0.026198765,0.013287277,0.013863822,0.040823749,0.074192761,0.073493138,0.068394016,0.069573336,0.067276739,0.076644718,0.068366273,0.058407625,0.023201032,0.028858541,0.015959663,0.022516038,0.025434578,0.018298127,0.011192445,0.011569242,0.072328446,0.51,0.468,60737.0,0.468,13.1,0.81,25.11,84.5,66.6,0.2015434952699338,0.034374285,34490.0,732985.0,0.047054169,17245.0,96.0,16875.0,100.0,35910.0,252210.0,1493246.0,191520.0,4693.0,31755.0,2.4408570322639407,2.404828139502801,9.608938990674668,7.511631873515027,2.0973071171596414,-0.004717746544694368,9.654486410578976,8.559907752744266,1.0945786578347114,2425.0,2241.0,184.0,137700.0,727.0,1059.0,0.4676170308140568,10.2,0.0,0.39,5.1,58099.0,15.4,989579.0
TX-601,tarrant county,2016,1938,1515,423,372,95,1471,735,1202,210,866,0,0,0,8,63,973,21,7,['TX-601'],"['Fort Worth, Arlington/Tarrant County CoC']",Major City CoC,texas,168500.0,0.4477666559035625,822.0,1088.0,0.4,91.0,756596.0,0.012943275,0.0,266.0,148100,0.4554077031122939,774,1069.0,0.4,8.4,740355,0.011477861,0.0,295.0,0500000US48439,48439.0,9.4,468.02,206.71,160.34,CN4843900000000,48.0,439.0,1011543.0,971204.0,40339.0,4.0,2016872.0,0.082516888,0.68,0.16,0.0,0.05,0.0,0.07,0.03,0.076381149,0.044264584,0.026297157,0.011849041,0.01323138,0.042317509,0.075058308,0.073779595,0.069321702,0.066773697,0.06731265,0.07454365,0.066405801,0.059609633,0.021989001,0.030743151,0.016929681,0.022785779,0.026269887,0.017916853,0.012850097,0.011165309,0.072204384,0.51,0.46,61534.0,0.46,13.7,3.22,57.08,84.1,68.1,0.2146873731222087,0.030732386,34872.0,740355.0,0.047101728,14491.0,94.0,13327.5,100.0,35865.0,258860.0,1523461.0,196654.0,4822.0,31712.0,2.3980922386592107,2.3541790698941423,9.447669112547002,7.549373927645749,1.898295184901252,-0.016783317938034115,9.608938990674668,7.511631873515027,2.0973071171596414,1914.0,1697.0,217.0,141000.0,743.0,1053.0,0.4616430706815928,9.2,0.0,0.39,4.2,60737.0,13.1,991895.0
TX-601,tarrant county,2017,1941,1551,390,407,104,1430,741,1200,251,930,0,0,0,8,25,941,14,23,['TX-601'],"['Fort Worth, Arlington/Tarrant County CoC']",Major City CoC,texas,186200.0,0.4435958269687022,885.0,1134.0,0.39,96.0,766978.0,0.01033699,0.24,249.0,158200,0.4511729485850466,815,1107.0,0.39,8.5,748333,0.011083878,0.25,292.0,0500000US48439,48439.0,10.58,517.54,228.58,177.3,CN4843900000000,48.0,439.0,1028588.0,989989.0,38599.0,3.8,2054475.0,0.082361674,0.66,0.17,0.0,0.05,0.0,0.08,0.03,0.077417345,0.044619185,0.026630648,0.012807652,0.012648974,0.041191059,0.075515643,0.073513671,0.07026856,0.066265104,0.06746249,0.072312878,0.064427652,0.05944341,0.024088879,0.030042712,0.016642695,0.022234391,0.028804926,0.017384003,0.012519013,0.012698621,0.07106049,0.51,0.4471,65052.0,0.4471,11.6,0.28,40.6,82.6,67.4,0.2096399911059004,0.029513232,34904.0,748333.0,0.046642337,17452.0,94.0,16638.0,100.0,35625.0,265690.0,1558258.0,191561.0,4920.0,31911.0,2.3636008927918226,2.286206777054891,9.66458842043214,6.412682242,3.2519061781900693,0.022960087329588763,9.447669112547002,7.549373927645749,1.898295184901252,1938.0,1515.0,423.0,148100.0,774.0,1069.0,0.4554077031122939,8.4,0.0,0.4,4.0,61534.0,13.7,1011543.0
